V1,gene,logfoldchanges,pvals,pvals_adj,neg_log_pvals,point_color,regulation,label
26733,AKAP4,-14.998449,0.992919936503092,1,0,black,NS,
26734,ENSG00000285855,-15.3601,0.992919936503092,1,0,black,NS,
26735,ENSG00000228194,-15.472883,0.992919936503092,1,0,black,NS,
26736,ENSG00000283462,-15.475709,0.992919936503092,1,0,black,NS,
26737,AMD1P1,-15.418244,0.992919936503092,1,0,black,NS,
26738,SNORD99,-15.884842,0.992919936503092,1,0,black,NS,
26739,RN7SL531P,-16.387852,0.992919936503092,1,0,black,NS,
26740,YRDCP2,-16.008162,0.992919936503092,1,0,black,NS,
26741,ENSG00000228351,-17.065554,0.992919936503092,1,0,black,NS,
26742,ENSG00000221060,-16.782482,0.992919936503092,1,0,black,NS,
26743,MATR3P1,-15.905986,0.992919936503092,1,0,black,NS,
26744,ENSG00000228361,-15.768845,0.992919936503092,1,0,black,NS,
26745,ENSG00000228366,-16.183756,0.992919936503092,1,0,black,NS,
26746,CNTNAP5-DT,-15.380893,0.992919936503092,1,0,black,NS,
26747,ENSG00000236732,-17.15974,0.992919936503092,1,0,black,NS,
26748,ENSG00000285858,-16.849281,0.992919936503092,1,0,black,NS,
26749,ENSG00000272824,-16.321817,0.992919936503092,1,0,black,NS,
26750,LINC01958,-16.50023,0.992919936503092,1,0,black,NS,
26751,LINC01760,-15.740699,0.992919936503092,1,0,black,NS,
26752,OR1P1,-16.435762,0.992919936503092,1,0,black,NS,
26753,YAP1P1,-15.586572,0.992919936503092,1,0,black,NS,
26754,ENSG00000228413,-15.583618,0.992919936503092,1,0,black,NS,
26755,ENSG00000225819,-15.776757,0.992919936503092,1,0,black,NS,
26756,ENSG00000269711,-15.358406,0.992919936503092,1,0,black,NS,
26757,ENSG00000264108,-16.0252,0.992919936503092,1,0,black,NS,
26758,SP3P,-15.37891,0.992919936503092,1,0,black,NS,
26759,LINC01546,-15.906178,0.992919936503092,1,0,black,NS,
26760,ENSG00000220734,-16.096916,0.992919936503092,1,0,black,NS,
26761,HNRNPA1P47,-15.556659,0.992919936503092,1,0,black,NS,
26762,ENSG00000225532,-15.675308,0.992919936503092,1,0,black,NS,
26763,ENSG00000228429,-15.866623,0.992919936503092,1,0,black,NS,
26764,ENSG00000220643,-15.588716,0.992919936503092,1,0,black,NS,
26765,ENSG00000264125,-15.744116,0.992919936503092,1,0,black,NS,
26766,Metazoa_SRP-166,-15.916131,0.992919936503092,1,0,black,NS,
26767,OR6B1,-15.423642,0.992919936503092,1,0,black,NS,
26768,ENSG00000283383,-15.930186,0.992919936503092,1,0,black,NS,
26769,ENSG00000228505,-15.9688635,0.992919936503092,1,0,black,NS,
26770,ENSG00000272717,-15.133925,0.992919936503092,1,0,black,NS,
26771,RNF225,-15.468514,0.992919936503092,1,0,black,NS,
26772,KCTD9P3,-15.114738,0.992919936503092,1,0,black,NS,
26773,LINC02048,-14.827346,0.992919936503092,1,0,black,NS,
26774,ENSG00000264023,-15.541762,0.992919936503092,1,0,black,NS,
26775,ENSG00000228513,-16.196077,0.992919936503092,1,0,black,NS,
26776,ENSG00000283546,-16.092009,0.992919936503092,1,0,black,NS,
26777,LINC02003,-15.229684,0.992919936503092,1,0,black,NS,
26778,LINC00347,-15.562712,0.992919936503092,1,0,black,NS,
26779,MYBPH,-16.501217,0.992919936503092,1,0,black,NS,
26780,PAGE5,-15.697854,0.992919936503092,1,0,black,NS,
26781,ENSG00000236858,-17.216206,0.992919936503092,1,0,black,NS,
26782,ENSG00000283587,-16.440939,0.992919936503092,1,0,black,NS,
26783,ENSG00000272748,-16.492762,0.992919936503092,1,0,black,NS,
26784,GAPDHP45,-15.3141365,0.992919936503092,1,0,black,NS,
26785,ENSG00000285861,-15.899348,0.992919936503092,1,0,black,NS,
26786,SLITRK6,-15.547604,0.992919936503092,1,0,black,NS,
26787,ENSG00000283599,-14.956416,0.992919936503092,1,0,black,NS,
26788,FAM25A,-16.044851,0.992919936503092,1,0,black,NS,
26789,ENSG00000283511,-15.30583,0.992919936503092,1,0,black,NS,
26790,MTATP6P19,-16.217772,0.992919936503092,1,0,black,NS,
26791,WNT7B,-17.438124,0.992919936503092,1,0,black,NS,
26792,MT3,-15.547604,0.992919936503092,1,0,black,NS,
26793,LINC02897,-15.547604,0.992919936503092,1,0,black,NS,
26794,RELN,0.064825885,0.992859165041573,1,0,black,NS,
26795,ARHGAP19-SLIT1,-0.058414202,0.992833120142155,1,0,black,NS,
26796,CCDC192,-0.08453867,0.992715918189681,1,0,black,NS,
26797,LINC02994,-0.19291271,0.992689873332609,1,0,black,NS,
26798,ENSG00000269982,0.012317431,0.992555308362445,1,0,black,NS,
26799,CTTN-DT,-0.20460002,0.992520581952754,1,0,black,NS,
26800,ENSG00000289361,-0.30223027,0.992459810769928,1,0,black,NS,
26801,TUBGCP4,-0.07175935,0.992407721219453,1,0,black,NS,
26802,ENSG00000242628,-0.2715725,0.99236865407782,1,0,black,NS,
26803,ENSG00000260398,0.11051333,0.99228183827317,1,0,black,NS,
26804,TMEM51-AS1,-0.33862194,0.992251452763078,1,0,black,NS,
26805,CCDC15-DT,0.08186635,0.992247111976839,1,0,black,NS,
26806,MKRN2OS,-0.23237066,0.992199363343378,1,0,black,NS,
26807,EIF1P3,0.17205617,0.99214293317623,1,0,black,NS,
26808,ENSG00000250137,0.047988586,0.99214293317623,1,0,black,NS,
26809,ENSG00000273489,-0.0706333,0.992090843826048,1,0,black,NS,
26810,ENSG00000265739,-0.17478196,0.992082162270956,1,0,black,NS,
26811,ENSG00000261759,-0.3374652,0.992082162270956,1,0,black,NS,
26812,ENSG00000289206,-0.22375236,0.991995346771765,1,0,black,NS,
26813,WFDC3,-0.4679615,0.991973642911735,1,0,black,NS,
26814,METTL21A,-0.09178523,0.991938916748048,1,0,black,NS,
26815,WDR26,-0.0057192817,0.991912872135301,1,0,black,NS,
26816,FGF2,-0.21334602,0.991891168297926,1,0,black,NS,
26817,RPS6KA6,-0.09999286,0.991860782935686,1,0,black,NS,
26818,ENSG00000289030,-0.027690142,0.991860782935686,1,0,black,NS,
26819,TMEM132C,-0.47729546,0.991843419876846,1,0,black,NS,
26820,ENSG00000267277,-0.3279315,0.99182171605873,1,0,black,NS,
26821,FKTN-AS1,0.62326443,0.991800012246665,1,0,black,NS,
26822,LINC02625,0.68024415,0.991782649201381,1,0,black,NS,
26823,ENSG00000291126,-0.23395245,0.991717537816294,1,0,black,NS,
26824,FOXN3-AS2,-0.38864213,0.99170885630244,1,0,black,NS,
26825,LINC00221,-0.3199446,0.991674130256853,1,0,black,NS,
26826,ENSG00000251357,-0.41076633,0.991665448747918,1,0,black,NS,
26827,FLJ40288,0.6905054,0.99160901896394,1,0,black,NS,
26828,ENSG00000288886,-0.3705064,0.991548248474298,1,0,black,NS,
26829,EIF3EP1,-0.017705666,0.991548248474298,1,0,black,NS,
26830,ADAMTS20,-0.15510106,0.991522203993726,1,0,black,NS,
26831,MTMR9LP,-0.05563316,0.991522203993726,1,0,black,NS,
26832,IGF2BP2-AS1,0.077882335,0.991504841011695,1,0,black,NS,
26833,MMP17,-0.55108875,0.991483137289815,1,0,black,NS,
26834,DCDC2,-0.03235509,0.991478796546195,1,0,black,NS,
26835,ENSG00000283390,-0.42586485,0.991431048383048,1,0,black,NS,
26836,HHIPL1,-0.12859653,0.991426707642463,1,0,black,NS,
26837,CACNG4,-0.43282765,0.991426707642463,1,0,black,NS,
26838,RSPH10B2,-0.21228203,0.991418026162054,1,0,black,NS,
26839,SPDYE10,-0.4901702,0.991409344682662,1,0,black,NS,
26840,SYT12,-0.009364798,0.991400663204286,1,0,black,NS,
26841,PCBP2P2,-0.3577364,0.991383300250591,1,0,black,NS,
26842,ENSG00000261419,-0.29989862,0.991365937300976,1,0,black,NS,
26843,EZR-AS1,-0.24644035,0.991357255827701,1,0,black,NS,
26844,RPL17P15,-0.38361087,0.991357255827701,1,0,black,NS,
26845,ENSG00000271911,-0.29186186,0.991339892884223,1,0,black,NS,
26846,ENSG00000286618,-0.27866423,0.991331211414021,1,0,black,NS,
26847,ANTXRL,-0.3609261,0.991331211414021,1,0,black,NS,
26848,CDA,-0.4824312,0.991331211414021,1,0,black,NS,
26849,LINC02575,-0.35814896,0.991313848476698,1,0,black,NS,
26850,TTC12-DT,-0.36426035,0.991305167009579,1,0,black,NS,
26851,ENSG00000266268,-0.5959563,0.991296485543489,1,0,black,NS,
26852,FASTKD1,-0.07678535,0.991287804078429,1,0,black,NS,
26853,FN3K,0.27069318,0.991261759689443,1,0,black,NS,
26854,ENSG00000277873,-0.606657,0.991218352395173,1,0,black,NS,
26855,ABCC12,0.90802073,0.991005657031389,1,0,black,NS,
26856,ACTE1P,0.92300195,0.990996975601444,1,0,black,NS,
26857,C7,0.5521191,0.990988294172565,1,0,black,NS,
26858,AOX3P,0.5891143,0.990988294172565,1,0,black,NS,
26859,MAPK8IP2,0.5734653,0.990988294172565,1,0,black,NS,
26860,CYLC1,0.5468253,0.990988294172565,1,0,black,NS,
26861,LINC02566,0.51371014,0.990979612744753,1,0,black,NS,
26862,ENSG00000279494,0.396892,0.990979612744753,1,0,black,NS,
26863,ENSG00000289070,0.18317239,0.990970931318009,1,0,black,NS,
26864,FYB2,-0.16134852,0.990970931318009,1,0,black,NS,
26865,ENSG00000286226,0.2743986,0.990970931318009,1,0,black,NS,
26866,ENSG00000268199,-0.086451575,0.990970931318009,1,0,black,NS,
26867,ACTA1,0.307064,0.990962249892334,1,0,black,NS,
26868,ENSG00000288921,0.42683494,0.990962249892334,1,0,black,NS,
26869,SMIM36,-0.13129964,0.990962249892334,1,0,black,NS,
26870,MPL,0.31628677,0.990962249892334,1,0,black,NS,
26871,LINC01514,-0.112315245,0.990953568467729,1,0,black,NS,
26872,ENSG00000235071,-0.17640217,0.990953568467729,1,0,black,NS,
26873,ZNF114,0.024434794,0.990953568467729,1,0,black,NS,
26874,ENSG00000261693,-0.12314087,0.990953568467729,1,0,black,NS,
26875,RHAG,-0.036781617,0.990953568467729,1,0,black,NS,
26876,RPS13P2,-0.015251762,0.990953568467729,1,0,black,NS,
26877,ENSG00000288037,-0.25717366,0.990944887044195,1,0,black,NS,
26878,COL4A1,-0.10818438,0.990944887044195,1,0,black,NS,
26879,LINP1,-0.03849193,0.990944887044195,1,0,black,NS,
26880,RPL24P2,0.04493139,0.990944887044195,1,0,black,NS,
26881,ENSG00000287404,-0.092451125,0.990944887044195,1,0,black,NS,
26882,CYP24A1,0.009607484,0.990944887044195,1,0,black,NS,
26883,LINC02851,-0.4054147,0.990944887044195,1,0,black,NS,
26884,RN7SL151P,-0.19325414,0.990944887044195,1,0,black,NS,
26885,GPR179,-0.101262264,0.990944887044195,1,0,black,NS,
26886,CA5AP1,0.5660696,0.990944887044195,1,0,black,NS,
26887,ENSG00000257181,0.15517251,0.990944887044195,1,0,black,NS,
26888,ALG10,-0.04616251,0.99094054633283,1,0,black,NS,
26889,ENSG00000273110,-0.078302346,0.990936205621733,1,0,black,NS,
26890,ENSG00000275902,-0.427069,0.990936205621733,1,0,black,NS,
26891,PCGF2,-0.26880437,0.990936205621733,1,0,black,NS,
26892,RAB6D,0.08463282,0.990936205621733,1,0,black,NS,
26893,ENSG00000283982,-0.3479465,0.990936205621733,1,0,black,NS,
26894,ENSG00000291094,0.14950575,0.990936205621733,1,0,black,NS,
26895,ENSG00000288788,-0.1425134,0.990936205621733,1,0,black,NS,
26896,ENSG00000267565,-0.18883455,0.990927524200344,1,0,black,NS,
26897,ENSG00000242282,-0.38532716,0.990927524200344,1,0,black,NS,
26898,ENSG00000285788,0.11448995,0.990927524200344,1,0,black,NS,
26899,ENSG00000204684,-0.17769475,0.990927524200344,1,0,black,NS,
26900,F10,-0.11615973,0.990927524200344,1,0,black,NS,
26901,ENSG00000179066,-0.5325613,0.990927524200344,1,0,black,NS,
26902,ENSG00000254756,0.022806855,0.990927524200344,1,0,black,NS,
26903,LINC01887,-0.29045227,0.99091884278003,1,0,black,NS,
26904,PAX2,-0.36974758,0.99091884278003,1,0,black,NS,
26905,ATP12A,-0.002681267,0.99091884278003,1,0,black,NS,
26906,LINC02513,-0.3730648,0.99091884278003,1,0,black,NS,
26907,PPIAP9,0.0671305,0.99091884278003,1,0,black,NS,
26908,ENSG00000236114,0.21649782,0.99091884278003,1,0,black,NS,
26909,LINC00906,-0.6450683,0.99091884278003,1,0,black,NS,
26910,ENSG00000240674,-0.37201244,0.99091016136079,1,0,black,NS,
26911,RNU6-485P,-0.70360976,0.99091016136079,1,0,black,NS,
26912,PTPRN,-0.19385085,0.99091016136079,1,0,black,NS,
26913,SLC10A5,-0.3106899,0.99091016136079,1,0,black,NS,
26914,ENSG00000232900,-0.20097254,0.99091016136079,1,0,black,NS,
26915,ALAS2,-0.4514867,0.990901479942627,1,0,black,NS,
26916,ENSG00000285486,-0.5241481,0.990901479942627,1,0,black,NS,
26917,TMEM263-DT,-0.29324442,0.990901479942627,1,0,black,NS,
26918,FNDC1,-0.6027108,0.990901479942627,1,0,black,NS,
26919,ENSG00000281538,-0.3104363,0.990901479942627,1,0,black,NS,
26920,NLRP11,-0.52324814,0.990901479942627,1,0,black,NS,
26921,LINC02331,-0.4933246,0.990901479942627,1,0,black,NS,
26922,ENSG00000237251,-0.57357687,0.990901479942627,1,0,black,NS,
26923,ENSG00000286615,-0.725543,0.990892798525541,1,0,black,NS,
26924,DMRTC1,-0.706931,0.990892798525541,1,0,black,NS,
26925,USP12PX,-0.65886754,0.990892798525541,1,0,black,NS,
26926,PA2G4P1,-0.44756448,0.990892798525541,1,0,black,NS,
26927,INTS4P1-1,-0.5013412,0.990892798525541,1,0,black,NS,
26928,MYOZ2,-0.43676892,0.990892798525541,1,0,black,NS,
26929,ENSG00000267881,-0.6731989,0.990884117109533,1,0,black,NS,
26930,VSTM1,-0.77366006,0.990884117109533,1,0,black,NS,
26931,MKRN4P,-0.3785888,0.990884117109533,1,0,black,NS,
26932,ENSG00000288081,-0.55338424,0.990884117109533,1,0,black,NS,
26933,ENSG00000287456,-0.9153046,0.990875435694605,1,0,black,NS,
26934,ENSG00000287976,-0.653766,0.990875435694605,1,0,black,NS,
26935,LINC01531,-0.66055816,0.990875435694605,1,0,black,NS,
26936,DIRAS2,-0.8762675,0.990875435694605,1,0,black,NS,
26937,ENSG00000226409,-0.8772727,0.990875435694605,1,0,black,NS,
26938,CTXND1,-0.95291317,0.990866754280757,1,0,black,NS,
26939,LINC02233,-0.6821912,0.990866754280757,1,0,black,NS,
26940,MAPK6-DT,-1.101849,0.990866754280757,1,0,black,NS,
26941,ENSG00000260122,-0.8369048,0.990866754280757,1,0,black,NS,
26942,SYNPR-AS1,-0.892099,0.990866754280757,1,0,black,NS,
26943,CHCHD3P3,-1.1674776,0.990866754280757,1,0,black,NS,
26944,NUDT11,-0.9375448,0.99085807286799,1,0,black,NS,
26945,ENSG00000250955,-1.0180175,0.99085807286799,1,0,black,NS,
26946,ENSG00000282527,-0.93358374,0.99085807286799,1,0,black,NS,
26947,CHRNA3,-1.3822852,0.99085807286799,1,0,black,NS,
26948,ENSG00000284377,-1.0458176,0.99085807286799,1,0,black,NS,
26949,SNTG1,-0.118839756,0.990853732162013,1,0,black,NS,
26950,TLX1NB,-0.59419405,0.990849391456306,1,0,black,NS,
26951,ENSG00000275103,-1.2804575,0.990849391456306,1,0,black,NS,
26952,AKR7L,-1.2483889,0.990849391456306,1,0,black,NS,
26953,ZNF723,-1.1369458,0.990849391456306,1,0,black,NS,
26954,ENSG00000258949,-1.1261768,0.990840710045705,1,0,black,NS,
26955,TGM3,-1.2383211,0.990840710045705,1,0,black,NS,
26956,B4GALNT4,-0.83763254,0.990840710045705,1,0,black,NS,
26957,LINC02885,0.6315843,0.990836369340811,1,0,black,NS,
26958,PIP5KL1,0.06934616,0.990662741368837,1,0,black,NS,
26959,MPZ,0.057370197,0.990558564797382,1,0,black,NS,
26960,CD93,-0.04187727,0.990410981597121,1,0,black,NS,
26961,LINC00324,-0.1369781,0.990397959565718,1,0,black,NS,
26962,ENSG00000272688,-0.24225377,0.990280761398611,1,0,black,NS,
26963,CLIC3,-0.32715914,0.990185266750726,1,0,black,NS,
26964,EFHB,0.1882419,0.990150541459011,1,0,black,NS,
26965,NCOA7-AS1,-0.21088733,0.990150541459011,1,0,black,NS,
26966,HCG22,0.5599532,0.990011640479391,1,0,black,NS,
26967,ZNF695,-0.1921728,0.989994277878139,1,0,black,NS,
26968,NOL12,0.025406718,0.989981255930308,1,0,black,NS,
26969,ENSG00000248516,0.028918756,0.989916146231261,1,0,black,NS,
26970,ENSG00000261049,0.496035,0.989907464943119,1,0,black,NS,
26971,GYPE,-0.27411827,0.989872739802511,1,0,black,NS,
26972,CFAP97,-0.025847783,0.989868399161282,1,0,black,NS,
26973,CNTN3,0.04988272,0.989838014681087,1,0,black,NS,
26974,ENSG00000289977,-0.09375391,0.989794608306385,1,0,black,NS,
26975,CTF1,0.26927724,0.989785927035065,1,0,black,NS,
26976,ENSG00000227197,0.29983273,0.989759883228366,1,0,black,NS,
26977,C2orf66,-0.2854431,0.989655708110962,1,0,black,NS,
26978,CHUK-DT,-0.39062408,0.989647026859114,1,0,black,NS,
26979,HPGD,0.03151512,0.98964268623365,1,0,black,NS,
26980,CNTN1,0.022378463,0.989612301863992,1,0,black,NS,
26981,ENSG00000255142,6.760243e-05,0.989603620618283,1,0,black,NS,
26982,CXCR2P1,-0.008468856,0.989594939373806,1,0,black,NS,
26983,RERGL,0.01435439,0.989577576888547,1,0,black,NS,
26984,ENSG00000286409,-0.34235388,0.989568895647768,1,0,black,NS,
26985,EME1,-0.14075783,0.9894560396304,1,0,black,NS,
26986,LINC02334,-0.038887978,0.989429995963963,1,0,black,NS,
26987,PLTP,-0.27293894,0.989395271092905,1,0,black,NS,
26988,PRKAR2A-AS1,-0.23331906,0.989334502616931,1,0,black,NS,
26989,S100B,-0.34166756,0.98932582141112,1,0,black,NS,
26990,MRPS9-AS2,-0.23248309,0.989282415401043,1,0,black,NS,
26991,STEAP2-AS1,-0.4074152,0.989212965850957,1,0,black,NS,
26992,GABARAPL1,-0.057165135,0.989199944069399,1,0,black,NS,
26993,LINC00239,-0.4241813,0.989195603476186,1,0,black,NS,
26994,ENSG00000278831,0.89555043,0.989108791679247,1,0,black,NS,
26995,SPATC1L,-0.08841802,0.989082748165263,1,0,black,NS,
26996,TMOD4,-0.12980413,0.989078407580729,1,0,black,NS,
26997,ENSG00000259132,-0.6360227,0.989056704662912,1,0,black,NS,
26998,ENSG00000270890,0.17611344,0.989030661172221,1,0,black,NS,
26999,SHE,0.19839747,0.989021980011253,1,0,black,NS,
27000,LINC01890,-0.22463056,0.989004617693219,1,0,black,NS,
27001,ENSG00000253500,0.22814171,0.988978574225932,1,0,black,NS,
27002,IGSF21,0.0047817756,0.98895253077039,1,0,black,NS,
27003,ENSG00000205537,-0.19483715,0.988943849621157,1,0,black,NS,
27004,H2BC14,-0.22419606,0.988943849621157,1,0,black,NS,
27005,CPT1C,0.13187341,0.988926487326619,1,0,black,NS,
27006,LINC01494,0.12060297,0.988926487326619,1,0,black,NS,
27007,FAM242A,-0.39439335,0.988926487326619,1,0,black,NS,
27008,LINC01538,-0.20524998,0.988917806181317,1,0,black,NS,
27009,ENSG00000283743,-0.41294286,0.988891762753284,1,0,black,NS,
27010,KCNG3,-0.15993817,0.988891762753284,1,0,black,NS,
27011,SMPDL3B,-0.15220043,0.988891762753284,1,0,black,NS,
27012,CDC20,0.00021817122,0.988865719337089,1,0,black,NS,
27013,ENSG00000256417,-0.9419586,0.988848357066214,1,0,black,NS,
27014,ABCC9,-0.2563469,0.988839675932757,1,0,black,NS,
27015,ENSG00000278330,-0.40138012,0.988830994800621,1,0,black,NS,
27016,MAPT-AS1,-0.60637873,0.988822313669807,1,0,black,NS,
27017,PHKA2-AS1,-0.44077918,0.988813632540317,1,0,black,NS,
27018,PDYN-AS1,-0.48555812,0.988813632540317,1,0,black,NS,
27019,AFAP1-AS1,-0.4894972,0.988804951412151,1,0,black,NS,
27020,ENSG00000285952,-0.47030047,0.988796270285311,1,0,black,NS,
27021,ENSG00000257548,-0.513021,0.988787589159797,1,0,black,NS,
27022,C8orf89,-0.52377844,0.98877890803561,1,0,black,NS,
27023,HLCS-AS1,-0.6488071,0.988709459090031,1,0,black,NS,
27024,CCDC110,-0.8033075,0.98867473464929,1,0,black,NS,
27025,H2AZP1,-1.2127843,0.988666053542454,1,0,black,NS,
27026,PCDHGB2,-0.96603227,0.988666053542454,1,0,black,NS,
27027,ENSG00000225057,-0.110462874,0.988618307478871,1,0,black,NS,
27028,ENSG00000263272,-0.12802695,0.988544518188117,1,0,black,NS,
27029,MIR223HG,0.22350448,0.988444685774361,1,0,black,NS,
27030,KIT,-0.12807165,0.988436004703432,1,0,black,NS,
27031,ENSG00000264772,-0.053623743,0.988405620965969,1,0,black,NS,
27032,ENSG00000255029,1.0356687,0.988405620965969,1,0,black,NS,
27033,ZNF385D-AS2,0.41104797,0.988405620965969,1,0,black,NS,
27034,PRB1,0.06771054,0.988405620965969,1,0,black,NS,
27035,ENSG00000270917,0.63023454,0.988405620965969,1,0,black,NS,
27036,THEG,0.5169834,0.988405620965969,1,0,black,NS,
27037,ENSG00000280383,0.6884758,0.988405620965969,1,0,black,NS,
27038,LINC01287,0.61011535,0.988405620965969,1,0,black,NS,
27039,CIDEC,0.5047761,0.988405620965969,1,0,black,NS,
27040,LIPK,1.1505752,0.988405620965969,1,0,black,NS,
27041,ENSG00000286404,1.008006,0.988405620965969,1,0,black,NS,
27042,HES2,0.57556826,0.988405620965969,1,0,black,NS,
27043,ENSG00000279530,0.4781595,0.988405620965969,1,0,black,NS,
27044,ENSG00000253577,0.5391676,0.988405620965969,1,0,black,NS,
27045,ENSG00000263280,0.16690482,0.988405620965969,1,0,black,NS,
27046,ENSG00000288105,0.64852333,0.988405620965969,1,0,black,NS,
27047,ENSG00000235021,0.31136262,0.988405620965969,1,0,black,NS,
27048,ENSG00000289688,0.5689422,0.988405620965969,1,0,black,NS,
27049,RPL6P13,0.35838726,0.988405620965969,1,0,black,NS,
27050,SEPTIN14P4,0.12629637,0.988405620965969,1,0,black,NS,
27051,LINC02165,0.5348915,0.988405620965969,1,0,black,NS,
27052,ENSG00000286778,1.5939609,0.988405620965969,1,0,black,NS,
27053,C1QL1,0.32866403,0.988405620965969,1,0,black,NS,
27054,OR5AN1,0.6500316,0.988405620965969,1,0,black,NS,
27055,APOC1P1-1,0.24887449,0.988405620965969,1,0,black,NS,
27056,ENSG00000287756,-0.2938288,0.988396939901209,1,0,black,NS,
27057,LINC02277,-0.17321958,0.988396939901209,1,0,black,NS,
27058,ENSG00000260156,0.021310475,0.988396939901209,1,0,black,NS,
27059,ENSG00000289495,-0.366282,0.988396939901209,1,0,black,NS,
27060,LINC01425,0.059473686,0.988396939901209,1,0,black,NS,
27061,LINC01668,-0.25672045,0.988396939901209,1,0,black,NS,
27062,ENSG00000226723,0.37667257,0.988396939901209,1,0,black,NS,
27063,RPL21P18,0.13683335,0.988396939901209,1,0,black,NS,
27064,ENSG00000290556,0.006357592,0.988396939901209,1,0,black,NS,
27065,CERNA2,-0.12889892,0.988396939901209,1,0,black,NS,
27066,ENSG00000241954,-0.1428061,0.988396939901209,1,0,black,NS,
27067,NCBP2L,-0.20458122,0.988396939901209,1,0,black,NS,
27068,ENSG00000285108,-0.08173588,0.988396939901209,1,0,black,NS,
27069,BRD7P3,-0.168537,0.988396939901209,1,0,black,NS,
27070,ENSG00000261095,0.087122075,0.988396939901209,1,0,black,NS,
27071,ENSG00000258308,-0.054548815,0.988396939901209,1,0,black,NS,
27072,ENSG00000225230,-0.28333127,0.988396939901209,1,0,black,NS,
27073,ENSG00000262833,-0.07347723,0.988396939901209,1,0,black,NS,
27074,ENSG00000277597,-0.18000047,0.988396939901209,1,0,black,NS,
27075,ENSG00000227815,0.3607882,0.988396939901209,1,0,black,NS,
27076,ENSG00000285804,-0.3293867,0.988396939901209,1,0,black,NS,
27077,ENSG00000286854,-0.13561645,0.988396939901209,1,0,black,NS,
27078,TMSB15B-AS1,-0.540106,0.988396939901209,1,0,black,NS,
27079,NPM1P5,0.3037406,0.988396939901209,1,0,black,NS,
27080,OR2AJ1,-0.20693351,0.988396939901209,1,0,black,NS,
27081,ENSG00000285656,-0.35149902,0.988396939901209,1,0,black,NS,
27082,ENSG00000263986,-0.08818732,0.988396939901209,1,0,black,NS,
27083,ENSG00000253961,-0.5884793,0.988388258837823,1,0,black,NS,
27084,ENSG00000287799,-0.67705667,0.988388258837823,1,0,black,NS,
27085,ENSG00000259647,-0.058369476,0.988388258837823,1,0,black,NS,
27086,RNU4-85P,-0.09664653,0.988388258837823,1,0,black,NS,
27087,LINC02626,-0.7484629,0.988388258837823,1,0,black,NS,
27088,ADAMTS7P3,-0.42952567,0.988388258837823,1,0,black,NS,
27089,DNTT,-0.56252784,0.988388258837823,1,0,black,NS,
27090,ENSG00000237174,-0.3387026,0.988388258837823,1,0,black,NS,
27091,HERC2P5,-0.38257143,0.988388258837823,1,0,black,NS,
27092,ENSG00000250596,-0.5652345,0.988388258837823,1,0,black,NS,
27093,TNRC18P3,-0.564197,0.988388258837823,1,0,black,NS,
27094,ENSG00000228401,-0.21454206,0.988388258837823,1,0,black,NS,
27095,LINC02323,-0.3202877,0.988388258837823,1,0,black,NS,
27096,TEX33,-0.33047614,0.988388258837823,1,0,black,NS,
27097,RPL14P6,-0.19695342,0.988388258837823,1,0,black,NS,
27098,ADH5P4,-0.36727864,0.988388258837823,1,0,black,NS,
27099,CCDC187,-0.748095,0.988388258837823,1,0,black,NS,
27100,PTGES3L-AARSD1,-0.44570124,0.988388258837823,1,0,black,NS,
27101,ENSG00000234751,-0.4014956,0.988388258837823,1,0,black,NS,
27102,PPIAL4C,-0.27479702,0.988388258837823,1,0,black,NS,
27103,RPL26P36,-0.16948102,0.988388258837823,1,0,black,NS,
27104,CYCSP40,-0.5430775,0.988388258837823,1,0,black,NS,
27105,PADI6,-0.3934965,0.988388258837823,1,0,black,NS,
27106,ENSG00000287018,-0.26227197,0.988388258837823,1,0,black,NS,
27107,ENSG00000286262,-0.6351791,0.988388258837823,1,0,black,NS,
27108,PTMAP10,-0.46672013,0.988388258837823,1,0,black,NS,
27109,PRSS41,-1.1001599,0.988379577775811,1,0,black,NS,
27110,RPL22P2,-0.42539233,0.988379577775811,1,0,black,NS,
27111,KLRF2,-0.6571182,0.988379577775811,1,0,black,NS,
27112,PEAR1,-0.65876037,0.988379577775811,1,0,black,NS,
27113,ENSG00000268536,-0.6940772,0.988379577775811,1,0,black,NS,
27114,FAUP4,-0.8502959,0.988379577775811,1,0,black,NS,
27115,IAPP,-0.7612548,0.988379577775811,1,0,black,NS,
27116,ENSG00000273179,-1.3319116,0.988379577775811,1,0,black,NS,
27117,ENSG00000286150,-0.7355206,0.988379577775811,1,0,black,NS,
27118,ENSG00000267501,-0.54715943,0.988379577775811,1,0,black,NS,
27119,ENSG00000259541,-0.30871922,0.988379577775811,1,0,black,NS,
27120,FCRLB,-0.47784758,0.988379577775811,1,0,black,NS,
27121,ENSG00000249330,-0.91057414,0.988379577775811,1,0,black,NS,
27122,ENSG00000267035,-0.54616815,0.988379577775811,1,0,black,NS,
27123,RPH3AL-AS1,-0.88162816,0.988379577775811,1,0,black,NS,
27124,COL6A4P1-1,-0.7424526,0.988379577775811,1,0,black,NS,
27125,PTPRT-DT,-0.372201,0.988379577775811,1,0,black,NS,
27126,MAGEC3,-1.0126977,0.988379577775811,1,0,black,NS,
27127,ENSG00000205414,-0.8722837,0.988379577775811,1,0,black,NS,
27128,UGT1A8,-1.1908436,0.988379577775811,1,0,black,NS,
