V1,gene,logfoldchanges,pvals,pvals_adj,neg_log_pvals,point_color,regulation,label
1066,CUL4A,0.30374402,3.76740933572485e-13,1.00014803628401e-11,10.999935713417,black,NS,
1067,CYB5A,0.5612562,3.79846228735217e-13,1.00772879828557e-11,10.996656330247,black,NS,
1068,FAM50A,0.6702721,3.8846910187867e-13,1.0292518187136e-11,10.9874783569206,black,NS,
1069,CLTA,0.3834605,3.93864634255029e-13,1.04286258014823e-11,10.9817729155574,black,NS,
1070,LARP1B,0.7225143,3.97252180392607e-13,1.05114229398049e-11,10.9783384891977,black,NS,
1071,EPDR1,1.552859,3.99912062479867e-13,1.05748699509748e-11,10.9757249648438,red,Up,
1072,CHERP,0.750194,4.04665920688621e-13,1.06865701777665e-11,10.9711616579229,black,NS,
1073,TRPS1,0.35943824,4.08784790351815e-13,1.0788282446224e-11,10.9670476918789,black,NS,
1074,EHD4,0.3741675,4.31058989197557e-13,1.13612621372304e-11,10.9445734196121,black,NS,
1075,ARHGAP21,0.565116,4.36298694550322e-13,1.14918569990174e-11,10.9396097868677,black,NS,
1076,BTK,1.0384507,4.80568348962508e-13,1.264139114559e-11,10.8982051306732,red,Up,
1077,SH3GL1,0.6090146,5.13083038421147e-13,1.34791189885222e-11,10.8703384928843,black,NS,
1078,SLC39A13,1.1247725,5.26980319504425e-13,1.3835204848824e-11,10.8590144061612,red,Up,
1079,STRN4,0.5752196,5.30745424442066e-13,1.3924993086532e-11,10.8562050117723,black,NS,
1080,MLLT1,0.7401456,5.49882800615319e-13,1.4408357643136e-11,10.8413855200308,black,NS,
1081,STXBP2,0.48574594,5.76932441783744e-13,1.51073185534443e-11,10.8208126131451,black,NS,
1082,EIF2S1,0.44983357,5.84631186150305e-13,1.5298986785692e-11,10.8153373304866,black,NS,
1083,GRIPAP1,0.4312684,6.10915485873448e-13,1.5955768081531e-11,10.7970822848242,black,NS,
1084,NR4A1,1.3459206,6.12941483995805e-13,1.59983277892618e-11,10.7959254092097,red,Up,
1085,MTMR14,0.5545999,6.22003963931838e-13,1.62243723028943e-11,10.7898320964174,black,NS,
1086,ZBTB34,0.82866186,6.28310589283907e-13,1.63782874023154e-11,10.7857315122587,black,NS,
1087,ATP13A1,0.5593397,6.29991209487413e-13,1.64009066356362e-11,10.7851321436614,black,NS,
1088,MYADM,0.80002,6.33694018539682e-13,1.6484585110082e-11,10.7829219788617,black,NS,
1089,IGF2R,0.34139594,6.34022504233922e-13,1.6484585110082e-11,10.7829219788617,black,NS,
1090,TLE4,0.3263644,6.42724501610811e-13,1.67000766831935e-11,10.7772815346601,black,NS,
1091,CD53,0.34143588,6.55475285237246e-13,1.70204238802403e-11,10.769029628355,black,NS,
1092,MED16,0.72924453,6.61350478815229e-13,1.71619385988117e-11,10.7654336561602,black,NS,
1093,CCT7,0.554904,6.87421797207314e-13,1.78270207974997e-11,10.7489212288556,black,NS,
1094,PTPN6,0.78639513,7.07515197044786e-13,1.8324552779943e-11,10.7369666157358,black,NS,
1095,RALB,0.46703854,7.75434129824197e-13,2.00707620312162e-11,10.6974361382415,black,NS,
1096,ZBTB24,0.42200965,7.81400492356926e-13,2.02122260689658e-11,10.6943858529256,black,NS,
1097,FZR1,0.72342706,8.02337158592204e-13,2.07404926479901e-11,10.6831809320471,black,NS,
1098,LBR,0.50520265,8.17994254746254e-13,2.11316928089122e-11,10.6750657112713,black,NS,
1099,AHR,0.32688653,8.19293505478337e-13,2.11517156321573e-11,10.674654400896,black,NS,
1100,CLINT1,0.26106673,8.47688847618525e-13,2.18708058689915e-11,10.66013521431,black,NS,
1101,PHB2,0.9988027,8.69574021095593e-13,2.24211187854629e-11,10.6493427204551,black,NS,
1102,SLC25A3,0.3726082,9.65886752093278e-13,2.48567998855025e-11,10.6045547840422,black,NS,
1103,TPD52L2,0.8260081,9.68794707360447e-13,2.49008600708768e-11,10.603785652198,black,NS,
1104,CAND1,0.32516494,9.68833027143057e-13,2.49008600708768e-11,10.603785652198,black,NS,
1105,ALOX15B,0.81104165,1.02283352258628e-12,2.62386384637009e-11,10.5810587044733,black,NS,
1106,ST6GALNAC6,0.8227372,1.03605170891009e-12,2.65608377115248e-11,10.5757582317229,black,NS,
1107,AP2A2,0.39120117,1.04101564496191e-12,2.66658118403633e-11,10.5740451896889,black,NS,
1108,FNTA,0.34893864,1.04146806751617e-12,2.66658118403633e-11,10.5740451896889,black,NS,
1109,HSPD1,0.42446214,1.19759920182956e-12,3.05808823169876e-11,10.5145499885159,black,NS,
1110,ARID5A,0.35294482,1.19816551702908e-12,3.05808823169876e-11,10.5145499885159,black,NS,
1111,FKBP1B,3.1251733,1.21815295552204e-12,3.10517423002056e-11,10.5079140267229,red,Up,
1112,NEDD8,0.5730281,1.33590992483029e-12,3.39890525137149e-11,10.4686609417365,black,NS,
1113,LIX1L,0.53354746,1.35542956508346e-12,3.44259871989261e-11,10.4631135970725,black,NS,
1114,AP5Z1,0.6551271,1.35564268584193e-12,3.44259871989261e-11,10.4631135970725,black,NS,
1115,GALNT7,0.46690443,1.36773756676054e-12,3.4711286977309e-11,10.4595292838572,black,NS,
1116,DNAJB12,0.47200444,1.45598860036453e-12,3.69277511011374e-11,10.4326471400638,black,NS,
1117,MSRB1,1.0501449,1.47080718041669e-12,3.72801578795063e-11,10.4285222570999,red,Up,
1118,LEPR,0.4126561,1.53337835097241e-12,3.88173671382928e-11,10.4109739247974,black,NS,
1119,ENPP2,0.79616266,1.59868429591904e-12,4.04198676121084e-11,10.3934051132706,black,NS,
1120,SCRIB,1.0363734,1.61650872679555e-12,4.08449343416744e-11,10.3888617977332,red,Up,
1121,B4GALT4,0.9862454,1.68166046852327e-12,4.24645577132986e-11,10.3719733949202,black,NS,
1122,RP2,0.5034322,1.72161698903382e-12,4.34463344224469e-11,10.3620468591983,black,NS,
1123,TNFRSF14,0.64558375,1.72498843031051e-12,4.3504208212431e-11,10.3614687312053,black,NS,
1124,GART,0.4344008,1.94853325029662e-12,4.90500397479533e-11,10.3093606363511,black,NS,
1125,INTS1,0.5486802,2.10860567312669e-12,5.30464190286835e-11,10.2753439284181,black,NS,
1126,KLHL28,0.36458203,2.14515790251089e-12,5.39323437271772e-11,10.2681507062525,black,NS,
1127,FCHSD1,0.97094697,2.42616808101902e-12,6.09214277568635e-11,10.215229927075,black,NS,
1128,NSUN2,0.38716903,2.5494842412061e-12,6.39781020529531e-11,10.1939686476554,black,NS,
1129,PSMB2,0.44510716,2.56119382745003e-12,6.41921076554432e-11,10.1925183646475,black,NS,
1130,RNPEPL1,0.7052268,2.6516389244208e-12,6.64177119045487e-11,10.1777160899593,black,NS,
1131,TNFAIP8L3,1.3063362,2.77260111870555e-12,6.94044667134034e-11,10.158612578442,red,Up,
1132,PPIA,0.3890678,2.87670562358281e-12,7.19657937525194e-11,10.1428738801589,black,NS,
1133,MAP3K11,0.4426592,2.89078307655452e-12,7.2273159049026e-11,10.1410229619199,black,NS,
1134,PTPN11,0.3788234,2.92366721382311e-12,7.30500429796844e-11,10.1363795242083,black,NS,
1135,SNX15,1.0697488,3.06827734494497e-12,7.65684152277177e-11,10.1159503416089,red,Up,
1136,ZC3H12A,0.45928004,3.0957053626751e-12,7.72051315170987e-11,10.1123538328832,black,NS,
1137,PYM1,0.616155,3.13014704172118e-12,7.80158699367096e-11,10.1078170444263,black,NS,
1138,HIP1,0.5047136,3.2253765072249e-12,8.03397486540364e-11,10.0950695313091,black,NS,
1139,MORF4L2,0.5476747,3.31037289619701e-12,8.24060253592485e-11,10.0840410324218,black,NS,
1140,IQSEC2,0.97144896,3.46366302272174e-12,8.61687609697089e-11,10.0646501517787,black,NS,
1141,ENSG00000280441,0.38565907,3.81780258225248e-12,9.4920498951973e-11,10.0226399875689,black,NS,
1142,RABGGTB,0.44602737,3.84733582478298e-12,9.55958714295831e-11,10.0195608635196,black,NS,
1143,MEPCE,0.80986583,3.89595579185532e-12,9.67443742233513e-11,10.0143742802087,black,NS,
1144,PREP,0.3493991,3.96314449467388e-12,9.83522796119805e-11,10.0072155695379,black,NS,
1145,COL14A1,5.1751556,4.29234429700256e-12,1.06325768614271e-10,9.97336146914787,red,Up,
1146,DRAM1,0.4677741,4.51740549023193e-12,1.11626666467752e-10,9.95223204449895,black,NS,
1147,MANF,1.0038213,4.62375025469425e-12,1.14184559533306e-10,9.94239261905732,red,Up,
1148,MLH3,0.5739599,4.68916290768208e-12,1.15729114159503e-10,9.93655737114131,black,NS,
1149,TCP1,0.48900732,4.84738509151789e-12,1.19560931059248e-10,9.92241071162942,black,NS,
1150,NUDCD1,0.367961,4.98077408601309e-12,1.22775929089066e-10,9.91088677072332,black,NS,
1151,MTMR10,0.46726072,5.29540838062238e-12,1.30451965186126e-10,9.88454937411024,black,NS,
1152,SAP25,1.5888222,5.33937697959277e-12,1.31409926024515e-10,9.88137182918368,red,Up,
1153,TFG,0.2777716,5.34080785785599e-12,1.31409926024515e-10,9.88137182918368,black,NS,
1154,CDK5RAP3,0.46124318,5.38390941222945e-12,1.3238970908122e-10,9.87814577216927,black,NS,
1155,UPF2,0.28931916,5.43400175105773e-12,1.33458818416726e-10,9.87465272451273,black,NS,
1156,RANBP3,0.35686442,5.47825947149489e-12,1.34463945373334e-10,9.87139415004448,black,NS,
1157,LGALS3,0.47161704,5.73069387417016e-12,1.40574443289066e-10,9.85209362773295,black,NS,
1158,SLC38A5,1.0039827,5.76298389061778e-12,1.41280635452132e-10,9.84991736039212,red,Up,
1159,POLR1A,0.53550136,5.85018845299358e-12,1.43331393111838e-10,9.8436586779763,black,NS,
1160,VPS11,0.69271654,6.02642360203065e-12,1.4747013049675e-10,9.8312959354423,black,NS,
1161,EXOSC10,0.42273393,6.19815274822239e-12,1.51580521028042e-10,9.81935660446627,black,NS,
1162,TRAM1,0.33835807,6.28221022932899e-12,1.53543153951474e-10,9.81376954273364,black,NS,
1163,BCL7B,0.80655223,6.87097609225804e-12,1.67831493507746e-10,9.77512654068691,black,NS,
1164,TSR1,0.55671805,7.29604956387677e-12,1.77998906893322e-10,9.74958266472288,black,NS,
1165,ZNF787,0.5643455,7.84757379029547e-12,1.91338548390334e-10,9.71819752518086,black,NS,
1166,STAT2,0.31174847,8.47935350362166e-12,2.064929828474e-10,9.68509470217917,black,NS,
1167,UBQLN1,0.32240668,8.99619381699301e-12,2.18551723602229e-10,9.66044576410919,black,NS,
1168,SSR1,0.3530118,9.27887709588061e-12,2.25283543064365e-10,9.64727053227696,black,NS,
1169,NBEAL1,0.40796465,9.56410418956198e-12,2.3206899113482e-10,9.63438288573418,black,NS,
1170,COG3,0.38655978,1.12728268351649e-11,2.73037880223635e-10,9.56377709643595,black,NS,
1171,MLEC,0.5186899,1.13017679732561e-11,2.73574649824133e-10,9.56292414800295,black,NS,
1172,PROB1,3.6336713,1.16842511463555e-11,2.82663610466269e-10,9.54873009809317,red,Up,
1173,DCK,0.29589143,1.17664215871211e-11,2.84480913051835e-10,9.54594686682371,black,NS,
1174,USO1,0.29599968,1.22950442495501e-11,2.96905820202183e-10,9.52738128890811,black,NS,
1175,DDAH2,1.670281,1.2473082127894e-11,3.00845074730891e-10,9.52165709414309,red,Up,
1176,C7orf50,0.56703514,1.27070678703573e-11,3.06305616908398e-10,9.51384503920402,black,NS,
1177,ISG15,0.64383155,1.35909697333477e-11,3.27416603391072e-10,9.48489930116632,black,NS,
1178,SHLD2,0.37480438,1.38210595565195e-11,3.32760975671046e-10,9.47786761100052,black,NS,
1179,GAPDH,0.30795494,1.38366377133118e-11,3.32937391179224e-10,9.47763742782047,black,NS,
1180,SLC38A10,0.3827732,1.44621243372622e-11,3.47780477507272e-10,9.45869480056456,black,NS,
1181,STX2,0.5551926,1.47812885510624e-11,3.55032473578852e-10,9.44973192173053,black,NS,
1182,PLAU,2.4296806,1.501982896347e-11,3.60547375570458e-10,9.44303766132734,red,Up,
1183,TPCN2,0.92379683,1.52718639742225e-11,3.66379462002274e-10,9.43606887940669,black,NS,
1184,WASHC4,0.26802427,1.59643800925161e-11,3.82765695480219e-10,9.41706699182319,black,NS,
1185,SLC25A6,0.40944177,1.74051487554638e-11,4.16814577199095e-10,9.38005710092153,black,NS,
1186,LRRC59,0.6557339,1.75154171314052e-11,4.19206472174652e-10,9.37757202085248,black,NS,
1187,TRIM8,0.62386066,1.7695650708016e-11,4.23018304129064e-10,9.37364084016571,black,NS,
1188,GPHN,0.47076118,1.79184780477889e-11,4.28091430541372e-10,9.36846346570889,black,NS,
1189,KLF13,0.26795754,1.80352970126641e-11,4.30627399440841e-10,9.36589834086786,black,NS,
1190,PLEKHO2,0.8950658,1.82766344267453e-11,4.36131728201081e-10,9.36038231763426,black,NS,
1191,PPP1R9B,0.2731186,1.84115396403409e-11,4.39091281067987e-10,9.3574451864931,black,NS,
1192,GDI1,0.43704927,1.86557164310106e-11,4.4438929718072e-10,9.35223640929761,black,NS,
1193,SMCHD1,0.3005869,1.99026979996532e-11,4.7353400335024e-10,9.32464882988742,black,NS,
1194,ATP6V0D1,0.4246259,2.01850114460933e-11,4.79967932747646e-10,9.31878777740767,black,NS,
1195,YBX3,0.47555217,2.0636586602204e-11,4.90128041537454e-10,9.30969044962653,black,NS,
1196,SSBP3,0.35231555,2.13016141308703e-11,5.05327885601928e-10,9.29642673534798,black,NS,
1197,BCAP29,0.53087705,2.16395356626395e-11,5.1304262224373e-10,9.28984655333588,black,NS,
1198,EDC4,0.70038396,2.2358611780256e-11,5.29779625694006e-10,9.27590474784855,black,NS,
1199,PRKCSH,0.49773693,2.30427769880589e-11,5.45670268205489e-10,9.26306970886311,black,NS,
1200,NAAA,0.529535,2.37977351812207e-11,5.62887579151592e-10,9.2495783345081,black,NS,
1201,GLB1,0.2839124,2.39244135999195e-11,5.65552394601027e-10,9.24752715443076,black,NS,
1202,CC2D1B,0.44801775,2.39973519222891e-11,5.66944464150006e-10,9.24645948095623,black,NS,
1203,ANP32E,0.48729333,2.68784644210799e-11,6.34640021251853e-10,9.19747254417889,black,NS,
1204,BCAR3,0.68466824,2.73938733451375e-11,6.46431331709351e-10,9.18947760201888,black,NS,
1205,DNAJB1,0.6178694,2.78570345354404e-11,6.56976655507942e-10,9.1824500620448,black,NS,
1206,PCBP2,0.21786956,2.88661802999345e-11,6.80378567443316e-10,9.16724937552347,black,NS,
1207,GNL2,0.5008302,3.01095496830297e-11,7.08239911606773e-10,9.14981960299138,black,NS,
1208,FXR2,0.8427466,3.01184498492571e-11,7.08239911606773e-10,9.14981960299138,black,NS,
1209,GALC,0.50010973,3.07070527770773e-11,7.21220211209798e-10,9.14193211127036,black,NS,
1210,NCKAP1,1.2277716,3.86726295390736e-11,9.06750695619233e-10,9.04251210257578,red,Up,
1211,DGCR8,0.53695375,3.88949429073968e-11,9.11239410713951e-10,9.04036750547256,black,NS,
1212,YKT6,0.697377,3.89092363367401e-11,9.11239410713951e-10,9.04036750547256,black,NS,
1213,ENSG00000246596,0.5545254,3.91256929189469e-11,9.15777239365049e-10,9.03821015458535,black,NS,
1214,API5,0.33838338,3.91515741599641e-11,9.15799897288914e-10,9.0381994095164,black,NS,
1215,CAPZA2,0.29639003,3.91861085418928e-11,9.15799897288914e-10,9.0381994095164,black,NS,
1216,GBP4,0.3162722,3.91947467936646e-11,9.15799897288914e-10,9.0381994095164,black,NS,
1217,SUPT4H1,0.69360536,3.97004243203348e-11,9.27078427184115e-10,9.03288352469848,black,NS,
1218,CHD8,0.2710547,4.05653825046518e-11,9.46181684871509e-10,9.02402546279371,black,NS,
1219,MTOR,0.34936956,4.07773769404946e-11,9.50576958002794e-10,9.02201271721728,black,NS,
1220,QSER1,0.44367686,4.50884711745763e-11,1.04986150538748e-09,8.97886798799011,black,NS,
1221,NUTF2,0.68260837,4.57102451688169e-11,1.06372538238299e-09,8.97317047759496,black,NS,
1222,ARID3B,0.41179717,4.6709921386593e-11,1.0863623906581e-09,8.96402527786879,black,NS,
1223,SNRPB,0.51099133,4.84450323515205e-11,1.12606794092659e-09,8.94843540568417,black,NS,
1224,RABGAP1,0.2390626,4.93694515516726e-11,1.14689470870069e-09,8.94047645091236,black,NS,
1225,NHSL1,0.9032542,5.32156005446132e-11,1.2334037410547e-09,8.90889473864285,black,NS,
1226,CD81,0.90591097,5.40019320887762e-11,1.25091042689225e-09,8.90277378742822,black,NS,
1227,SELENOS,0.54643357,5.41202656246061e-11,1.25293227681245e-09,8.90207240275008,black,NS,
1228,ELP2,0.31026596,5.47536775335014e-11,1.26686949302285e-09,8.89726812180109,black,NS,
1229,NBAS,0.27596098,5.60770718728811e-11,1.29674613422034e-09,8.88714503802439,black,NS,
1230,UBR5,0.22349718,5.672253807531e-11,1.31092087996272e-09,8.88242351916614,black,NS,
1231,XPO6,0.20432495,5.84021876106125e-11,1.34742428499911e-09,8.87049562950371,black,NS,
1232,COLGALT1,0.78051287,5.92741852459265e-11,1.36676109888207e-09,8.86430739070243,black,NS,
1233,CAMTA2,0.49796045,6.10432267279911e-11,1.40655935927308e-09,8.85184193512283,black,NS,
1234,TMA7,0.6757987,6.10698849486129e-11,1.40655935927308e-09,8.85184193512283,black,NS,
1235,RBM8A,0.42658052,6.18546953690445e-11,1.42301064283448e-09,8.84679185177306,black,NS,
1236,ARHGAP1,0.49358553,6.20868620588673e-11,1.42753792467203e-09,8.84541234524883,black,NS,
1237,TSPOAP1,0.73196125,6.42711189848218e-11,1.47691810550998e-09,8.83064358546744,black,NS,
1238,DDX39B,0.28855345,6.51529262308412e-11,1.49632947027143e-09,8.82497277053118,black,NS,
1239,LILRB2,0.95772105,6.73667214965628e-11,1.54541327221677e-09,8.81095536229563,black,NS,
1240,ADRM1,0.6060923,7.07233208176757e-11,1.62149286456525e-09,8.79008495811451,black,NS,
1241,TNIP1,0.24903905,7.28548119201666e-11,1.66846615811723e-09,8.7776825978147,black,NS,
1242,STRIP1,0.5026345,7.36912354851397e-11,1.68666405802403e-09,8.77297140957155,black,NS,
1243,XRCC6,0.29224518,7.44237263484963e-11,1.70246383538238e-09,8.76892210482527,black,NS,
1244,SEZ6L,1.9682839,7.57645837481232e-11,1.73117354666153e-09,8.76165939279505,red,Up,
1245,LUZP1,0.31045306,7.77034792106758e-11,1.77447130340079e-09,8.75093101963308,black,NS,
1246,SEL1L,0.36137778,7.80529638673789e-11,1.78144411650253e-09,8.74922779681858,black,NS,
1247,MAGED2,0.72576636,8.01620820570568e-11,1.82751431365331e-09,8.73813921282903,black,NS,
1248,EP400,0.27886373,8.11185646485413e-11,1.84827573161939e-09,8.73323323885829,black,NS,
1249,NANS,0.8641152,8.64571285385083e-11,1.96769207602137e-09,8.7060428632969,black,NS,
1250,EHBP1L1,0.24603462,8.96604016229123e-11,2.03944561797506e-09,8.69048787069905,black,NS,
1251,ARAP1,0.37582543,9.03650240419545e-11,2.054315183178e-09,8.68733292402312,black,NS,
1252,MPRIP,0.36627024,9.05281453025511e-11,2.05686470678409e-09,8.68679427370609,black,NS,
1253,MFAP3,0.38431698,9.25615748085693e-11,2.10188219846674e-09,8.67739162797928,black,NS,
1254,PRKD1,1.7715828,9.55716769314864e-11,2.16901479614136e-09,8.66373748539446,red,Up,
1255,PIP5K1C,0.61614126,9.66135488749033e-11,2.19142772580107e-09,8.65927284798669,black,NS,
1256,MELTF,0.48563337,1.01559712058286e-10,2.30232443875054e-09,8.63783347652256,black,NS,
1257,TM9SF3,0.29250148,1.05063015920901e-10,2.3804058497699e-09,8.62334899114138,black,NS,
1258,UBE2J2,0.46982098,1.1163537095807e-10,2.52647812052723e-09,8.59748445842929,black,NS,
1259,ETFA,0.29477787,1.13286375481747e-10,2.56240573062749e-09,8.59135210307624,black,NS,
1260,TMEM106A,0.6187846,1.19103339864292e-10,2.69246945109463e-09,8.56984921553093,black,NS,
1261,ERAP1,0.27616522,1.20490274822083e-10,2.72077424153368e-09,8.56530749266485,black,NS,
1262,ATP6V0C,0.5686652,1.21810039139888e-10,2.74903730389975e-09,8.56081936682518,black,NS,
1263,HOOK3,0.21875945,1.24893981062944e-10,2.81706088532806e-09,8.55020376647669,black,NS,
1264,BRF1,0.566001,1.27573857725012e-10,2.87589961280429e-09,8.54122627766539,black,NS,
1265,TMEM135,0.39089066,1.27742917643262e-10,2.87810285468505e-09,8.54089368975175,black,NS,
1266,PNKP,0.5147089,1.28384587855056e-10,2.89094580866473e-09,8.53896004918664,black,NS,
1267,CARS1,0.44470617,1.31283123991455e-10,2.95456587802743e-09,8.52950632210171,black,NS,
1268,NSFL1C,0.53771955,1.37789345819569e-10,3.09926180741987e-09,8.50874173556607,black,NS,
1269,NECTIN1,0.78104067,1.38524825180735e-10,3.11406893910475e-09,8.50667177727163,black,NS,
1270,MED15,0.25090602,1.43110881733309e-10,3.21537321809716e-09,8.4927686099395,black,NS,
1271,AKR1A1,0.49674436,1.44424647437697e-10,3.24278536977134e-09,8.4890817950238,black,NS,
1272,CAPNS1,0.35442495,1.44491675625715e-10,3.24278536977134e-09,8.4890817950238,black,NS,
1273,ZGPAT,0.6265116,1.47497511773886e-10,3.30840444419114e-09,8.48038140445693,black,NS,
1274,CYCS,0.64966345,1.52863185377995e-10,3.42495017011264e-09,8.46534574271244,black,NS,
1275,LIMD2,0.40266162,1.55268138972388e-10,3.47497501043472e-09,8.45904831420173,black,NS,
1276,TOR1AIP1,0.32564217,1.59438272952413e-10,3.56632660209299e-09,8.44777888690613,black,NS,
1277,USP16,0.33148375,1.66822735769091e-10,3.7273704505838e-09,8.4285974420599,black,NS,
1278,SFMBT1,0.35333592,1.77360550183216e-10,3.95843635010683e-09,8.40247633392993,black,NS,
1279,SPRED1,0.74962336,1.78510919116892e-10,3.98190857280532e-09,8.39990871587616,black,NS,
1280,VPS53,0.25749066,1.82620838712742e-10,4.07133485289313e-09,8.3902631769664,black,NS,
1281,NBPF19,0.44501406,1.92173309050112e-10,4.2795680832175e-09,8.36860006008512,black,NS,
1282,ZNF654,0.30714893,2.0118458847507e-10,4.47777193278875e-09,8.3489380301973,black,NS,
1283,USP5,0.66925097,2.02607639481892e-10,4.50623093558171e-09,8.34618655529332,black,NS,
1284,WDFY1,0.285915,2.04004399221095e-10,4.53303167256036e-09,8.34361124648948,black,NS,
1285,MOGS,0.64365345,2.15270916372244e-10,4.77811442104115e-09,8.32074345445391,black,NS,
1286,AACS,1.0422927,2.20151097098551e-10,4.88106432424216e-09,8.31148546903282,red,Up,
1287,BTBD9,0.24872819,2.20501560360602e-10,4.88614989767766e-09,8.31103321383911,black,NS,
1288,NUMA1,0.30025822,2.2540989283665e-10,4.98943499492293e-09,8.30194863122632,black,NS,
1289,CBL,0.32581463,2.31771256297512e-10,5.12181475033802e-09,8.29057613347417,black,NS,
1290,NR1H2,0.5098168,2.38787608300385e-10,5.27397787090156e-09,8.27786169679619,black,NS,
1291,DOCK4,0.6620003,2.41115464453172e-10,5.32247878644114e-09,8.27388606083373,black,NS,
1292,PDIA4,0.6199243,2.48618121127182e-10,5.48509481887593e-09,8.26081586053072,black,NS,
1293,RNF6,0.38302952,2.494608080983e-10,5.50067897725824e-09,8.2595836999827,black,NS,
1294,URM1,0.62047654,2.54342747358256e-10,5.60526408596415e-09,8.25140392127148,black,NS,
1295,GOLGA2,0.5327473,2.59372750485664e-10,5.71299630327376e-09,8.24313605695964,black,NS,
1296,CYB5R3,0.3975379,2.60058651179706e-10,5.72497910114758e-09,8.24222609436325,black,NS,
1297,CTSZ,0.28527382,2.62468662414963e-10,5.7748830238651e-09,8.2384568084236,black,NS,
1298,TNRC6A,0.23738465,2.703148815999e-10,5.94145620808073e-09,8.22610709952614,black,NS,
1299,WIPF2,0.31877348,2.70333901616679e-10,5.94145620808073e-09,8.22610709952614,black,NS,
1300,ARL6IP6,0.34131628,2.75439914330617e-10,6.05038183073983e-09,8.2182172167937,black,NS,
1301,EXOC2,0.22659945,3.10183959775981e-10,6.80246910047847e-09,8.16733342228208,black,NS,
1302,SUPT5H,0.32246587,3.22930774548165e-10,7.0781654614707e-09,8.15007928937245,black,NS,
1303,PDS5A,0.22345924,3.3292127473767e-10,7.28922369951951e-09,8.13731872147176,black,NS,
1304,GPR107,0.2865597,3.35929795390525e-10,7.35110580455449e-09,8.1336473263997,black,NS,
1305,VAMP5,1.0023729,3.37828016748217e-10,7.38463495765116e-09,8.13167096816464,red,Up,
1306,ADGRG6,3.507152,3.39463395784006e-10,7.41636542862816e-09,8.12980887922403,red,Up,
1307,PCBP3,0.9758671,3.44416047143587e-10,7.52049585191452e-09,8.12375352394946,black,NS,
1308,DDX31,0.52691287,3.49292621634415e-10,7.62285336300266e-09,8.1178824344542,black,NS,
1309,ABHD16A,0.73996943,3.55638565735367e-10,7.75714994840732e-09,8.11029781341124,black,NS,
1310,CNDP2,0.33006284,3.80278030182382e-10,8.27668774213564e-09,8.08214342929137,black,NS,
1311,SDAD1,0.37067714,3.87591776937202e-10,8.43132257842046e-09,8.07410429447883,black,NS,
1312,CIC,0.41390568,3.90019260214142e-10,8.47955667465575e-09,8.07162685278852,black,NS,
1313,DNAJB9,1.0363775,4.0587356949455e-10,8.81949934100382e-09,8.05455606788528,red,Up,
1314,PPM1G,0.3744331,4.07205068744198e-10,8.8436700398094e-09,8.05336746945869,black,NS,
1315,B2M,0.12014713,4.33329003544457e-10,9.39585811446852e-09,8.02706355006479,black,NS,
1316,CAD,0.691008,4.35232565144946e-10,9.43206469856544e-09,8.02539322889117,black,NS,
1317,HDAC6,0.44690806,4.51384845819433e-10,9.77685523269231e-09,8.00980081542871,black,NS,
1318,NKIRAS2,0.629097,4.55086295770801e-10,9.85173938140737e-09,8.00648708553713,black,NS,
1319,CREB3L2,0.58062387,4.66628498189826e-10,1.00961893613704e-08,7.99584251251485,black,NS,
1320,PSMC3,0.6172478,4.90882798709027e-10,1.06152747553626e-08,7.9740687605,black,NS,
1321,TTC7A,0.34800377,4.93700050433184e-10,1.06704790761006e-08,7.97181608147186,black,NS,
1322,WDR27,0.5649734,4.95501056299226e-10,1.07036716401426e-08,7.97046722235853,black,NS,
1323,HELZ2,0.31723788,5.23352469913565e-10,1.12811532403591e-08,7.94764650138784,black,NS,
1324,PDGFA,1.3669599,5.28872517443887e-10,1.13940543640661e-08,7.94332171273983,red,Up,
1325,TATDN2,0.42875558,5.34504870165721e-10,1.15092532128747e-08,7.93895285500179,black,NS,
1326,PDCD6,0.41766265,5.6777991137213e-10,1.22192293246337e-08,7.91295618448738,black,NS,
1327,BCL2L11,0.32442024,5.69056922834148e-10,1.2240183875375e-08,7.91221205805149,black,NS,
1328,MDC1,0.49957672,5.79334377470515e-10,1.24479769966402e-08,7.90490122291235,black,NS,
1329,DGKA,0.30728814,5.94392830638567e-10,1.27647362969279e-08,7.89398815273377,black,NS,
1330,LFNG,1.0867778,5.96613227555775e-10,1.28056047650695e-08,7.89259990646299,red,Up,
1331,CASC3,0.32734916,6.01057580591151e-10,1.28941390175514e-08,7.88960765177421,black,NS,
1332,CDS2,0.3880956,6.36806045170394e-10,1.36465201989993e-08,7.86497807763703,black,NS,
1333,CCDC92,0.40327317,6.52015858570926e-10,1.39576360345114e-08,7.85518813071739,black,NS,
1334,ITPK1,0.39101878,6.61698514430559e-10,1.41574010892375e-08,7.84901646389168,black,NS,
1335,DNAJC11,0.3853385,6.85791173949457e-10,1.46651009280384e-08,7.83371494377519,black,NS,
1336,SFXN4,1.1250782,7.16404594522486e-10,1.53116304015738e-08,7.81497856261937,red,Up,
1337,ZFPM1,0.6292699,7.32006022038307e-10,1.56285222229046e-08,7.80608208537043,black,NS,
1338,RNF11,0.38883883,8.32131186258766e-10,1.77193443946774e-08,7.75155235079215,black,NS,
1339,MACO1,0.3523517,8.42047442475977e-10,1.79210434592777e-08,7.74663670698342,black,NS,
