gene,logfoldchanges,pvals,pvals_adj,cell_cytokine,cell_type,cytokine
OLAH,-1.0523217,0.993375896505727,1,B_IntermediateMemory_4-1BBL,B_IntermediateMemory,4-1BBL
OLAH,0.98630524,0.993062375152324,1,B_IntermediateMemory_ADSF,B_IntermediateMemory,ADSF
OLAH,-18.050383,0.988198004447239,1,B_IntermediateMemory_APRIL,B_IntermediateMemory,APRIL
OLAH,-18.050383,0.987486671929764,1,B_IntermediateMemory_BAFF,B_IntermediateMemory,BAFF
OLAH,1.9422884,0.962831947305726,1,B_IntermediateMemory_C3a,B_IntermediateMemory,C3a
OLAH,-18.050383,0.98753139829782,1,B_IntermediateMemory_C5a,B_IntermediateMemory,C5a
OLAH,1.1818814,0.975117693449493,1,B_IntermediateMemory_CD27L,B_IntermediateMemory,CD27L
OLAH,1.2363265,0.970715367406993,1,B_IntermediateMemory_CD30L,B_IntermediateMemory,CD30L
OLAH,-18.050383,0.985890421018843,1,B_IntermediateMemory_CD40L,B_IntermediateMemory,CD40L
OLAH,-18.050383,0.984571411200521,1,B_IntermediateMemory_CT-1,B_IntermediateMemory,CT-1
OLAH,1.0516781,0.968895770392844,1,B_IntermediateMemory_Decorin,B_IntermediateMemory,Decorin
OLAH,-1.5110747,0.992759639371508,1,B_IntermediateMemory_EGF,B_IntermediateMemory,EGF
OLAH,1.9875615,0.948458259718885,1,B_IntermediateMemory_EPO,B_IntermediateMemory,EPO
OLAH,-0.07702672,0.992912782870777,1,B_IntermediateMemory_FasL,B_IntermediateMemory,FasL
OLAH,-18.050383,0.986949760219091,1,B_IntermediateMemory_FGF-beta,B_IntermediateMemory,FGF-beta
OLAH,-18.050383,0.9864223648777,1,B_IntermediateMemory_FLT3L,B_IntermediateMemory,FLT3L
OLAH,-0.22812116,0.992354002422115,1,B_IntermediateMemory_G-CSF,B_IntermediateMemory,G-CSF
OLAH,-0.44029784,0.988955512007701,1,B_IntermediateMemory_GDNF,B_IntermediateMemory,GDNF
OLAH,-0.3521123,0.989446826208737,1,B_IntermediateMemory_GITRL,B_IntermediateMemory,GITRL
OLAH,1.1093935,0.971776520194281,1,B_IntermediateMemory_GM-CSF,B_IntermediateMemory,GM-CSF
OLAH,-18.050383,0.986809418172792,1,B_IntermediateMemory_HGF,B_IntermediateMemory,HGF
OLAH,-0.25362176,0.996198569309211,1,B_IntermediateMemory_IFN-alpha1,B_IntermediateMemory,IFN-alpha1
OLAH,-18.050383,0.98632736172349,1,B_IntermediateMemory_IFN-beta,B_IntermediateMemory,IFN-beta
OLAH,1.4964458,0.973874503032004,1,B_IntermediateMemory_IFN-epsilon,B_IntermediateMemory,IFN-epsilon
OLAH,-18.050383,0.985811574653713,1,B_IntermediateMemory_IFN-gamma,B_IntermediateMemory,IFN-gamma
OLAH,-18.050383,0.985530207883658,1,B_IntermediateMemory_IFN-lambda1,B_IntermediateMemory,IFN-lambda1
OLAH,0.40472832,0.994168984803658,1,B_IntermediateMemory_IFN-lambda2,B_IntermediateMemory,IFN-lambda2
OLAH,0.028506188,0.990719347447645,1,B_IntermediateMemory_IFN-lambda3,B_IntermediateMemory,IFN-lambda3
OLAH,-0.5359282,0.993058172693907,1,B_IntermediateMemory_IFN-omega,B_IntermediateMemory,IFN-omega
OLAH,1.781303,0.967236750993875,1,B_IntermediateMemory_IGF-1,B_IntermediateMemory,IGF-1
OLAH,-18.050383,0.986441117644514,1,B_IntermediateMemory_IL-1-alpha,B_IntermediateMemory,IL-1-alpha
OLAH,-18.050383,0.986507079060061,1,B_IntermediateMemory_IL-1-beta,B_IntermediateMemory,IL-1-beta
OLAH,-0.13202073,0.987774148653337,1,B_IntermediateMemory_IL-10,B_IntermediateMemory,IL-10
OLAH,-18.050383,0.986772252307626,1,B_IntermediateMemory_IL-11,B_IntermediateMemory,IL-11
OLAH,-0.008932122,0.994291543630417,1,B_IntermediateMemory_IL-12,B_IntermediateMemory,IL-12
OLAH,0.39553592,0.995460351170408,1,B_IntermediateMemory_IL-13,B_IntermediateMemory,IL-13
OLAH,-18.050383,0.983506841527311,1,B_IntermediateMemory_IL-15,B_IntermediateMemory,IL-15
OLAH,-18.050383,0.987442182781102,1,B_IntermediateMemory_IL-16,B_IntermediateMemory,IL-16
OLAH,-18.050383,0.986277490740597,1,B_IntermediateMemory_IL-17A,B_IntermediateMemory,IL-17A
OLAH,1.9436365,0.959829393388554,1,B_IntermediateMemory_IL-17B,B_IntermediateMemory,IL-17B
OLAH,-18.050383,0.9868862197739,1,B_IntermediateMemory_IL-17C,B_IntermediateMemory,IL-17C
OLAH,-18.050383,0.985966447154938,1,B_IntermediateMemory_IL-17D,B_IntermediateMemory,IL-17D
OLAH,2.3999822,0.950905389989091,1,B_IntermediateMemory_IL-17E,B_IntermediateMemory,IL-17E
OLAH,0.7105083,0.973300831475306,1,B_IntermediateMemory_IL-17F,B_IntermediateMemory,IL-17F
OLAH,-18.050383,0.986545001796216,1,B_IntermediateMemory_IL-18,B_IntermediateMemory,IL-18
OLAH,0.5710724,0.99087088557049,1,B_IntermediateMemory_IL-19,B_IntermediateMemory,IL-19
OLAH,-18.050383,0.98645426916125,1,B_IntermediateMemory_IL-1Ra,B_IntermediateMemory,IL-1Ra
OLAH,-18.050383,0.98456085142123,1,B_IntermediateMemory_IL-2,B_IntermediateMemory,IL-2
OLAH,1.2911438,0.97181485201712,1,B_IntermediateMemory_IL-20,B_IntermediateMemory,IL-20
OLAH,-18.050383,0.984711418552635,1,B_IntermediateMemory_IL-21,B_IntermediateMemory,IL-21
OLAH,-18.050383,0.986615607167715,1,B_IntermediateMemory_IL-22,B_IntermediateMemory,IL-22
OLAH,-18.050383,0.985356445030663,1,B_IntermediateMemory_IL-23,B_IntermediateMemory,IL-23
OLAH,0.36024404,0.988763512951018,1,B_IntermediateMemory_IL-24,B_IntermediateMemory,IL-24
OLAH,0.39809757,0.989856052350741,1,B_IntermediateMemory_IL-26,B_IntermediateMemory,IL-26
OLAH,-18.050383,0.985728263661566,1,B_IntermediateMemory_IL-27,B_IntermediateMemory,IL-27
OLAH,0.565827,0.969955777206342,1,B_IntermediateMemory_IL-3,B_IntermediateMemory,IL-3
OLAH,0.11477928,0.992646038179499,1,B_IntermediateMemory_IL-31,B_IntermediateMemory,IL-31
OLAH,-18.050383,0.9872129151039,1,B_IntermediateMemory_IL-32-beta,B_IntermediateMemory,IL-32-beta
OLAH,1.6699387,0.972438596123017,1,B_IntermediateMemory_IL-33,B_IntermediateMemory,IL-33
OLAH,0.24863204,0.992698313633807,1,B_IntermediateMemory_IL-34,B_IntermediateMemory,IL-34
OLAH,-18.050383,0.987227320343015,1,B_IntermediateMemory_IL-35,B_IntermediateMemory,IL-35
OLAH,0.71891165,0.978085300488767,1,B_IntermediateMemory_IL-36-alpha,B_IntermediateMemory,IL-36-alpha
OLAH,-18.050383,0.985256139110773,1,B_IntermediateMemory_IL-36Ra,B_IntermediateMemory,IL-36Ra
OLAH,1.2195766,0.960493861990888,1,B_IntermediateMemory_IL-4,B_IntermediateMemory,IL-4
OLAH,-18.050383,0.986405522567819,1,B_IntermediateMemory_IL-5,B_IntermediateMemory,IL-5
OLAH,-18.050383,0.986411132976992,1,B_IntermediateMemory_IL-6,B_IntermediateMemory,IL-6
OLAH,1.690305,0.944756525840328,1,B_IntermediateMemory_IL-7,B_IntermediateMemory,IL-7
OLAH,-18.050383,0.98646555805818,1,B_IntermediateMemory_IL-8,B_IntermediateMemory,IL-8
OLAH,-18.050383,0.984609231171309,1,B_IntermediateMemory_IL-9,B_IntermediateMemory,IL-9
OLAH,1.4008392,0.992011086280103,1,B_IntermediateMemory_Leptin,B_IntermediateMemory,Leptin
OLAH,-18.050383,0.985409536889996,1,B_IntermediateMemory_LIF,B_IntermediateMemory,LIF
OLAH,-18.050383,0.984774556607772,1,B_IntermediateMemory_LIGHT,B_IntermediateMemory,LIGHT
OLAH,-18.050383,0.986240736100768,1,B_IntermediateMemory_LT-alpha1-beta2,B_IntermediateMemory,LT-alpha1-beta2
OLAH,-18.050383,0.987741150734763,1,B_IntermediateMemory_LT-alpha2-beta1,B_IntermediateMemory,LT-alpha2-beta1
OLAH,1.686151,0.962490829973155,1,B_IntermediateMemory_M-CSF,B_IntermediateMemory,M-CSF
OLAH,1.070253,0.951790917062332,1,B_IntermediateMemory_Noggin,B_IntermediateMemory,Noggin
OLAH,1.6932261,0.953431602850573,1,B_IntermediateMemory_OSM,B_IntermediateMemory,OSM
OLAH,-18.050383,0.986586912757753,1,B_IntermediateMemory_OX40L,B_IntermediateMemory,OX40L
OLAH,1.4656487,0.963963739799622,1,B_IntermediateMemory_PRL,B_IntermediateMemory,PRL
OLAH,1.044588,0.967253501429471,1,B_IntermediateMemory_PSPN,B_IntermediateMemory,PSPN
OLAH,-18.050383,0.986312554748416,1,B_IntermediateMemory_RANKL,B_IntermediateMemory,RANKL
OLAH,-18.050383,0.985160223995644,1,B_IntermediateMemory_SCF,B_IntermediateMemory,SCF
OLAH,-0.43191463,0.988379377988946,1,B_IntermediateMemory_TGF-beta1,B_IntermediateMemory,TGF-beta1
OLAH,2.7561336,0.9227772714483,1,B_IntermediateMemory_TL1A,B_IntermediateMemory,TL1A
OLAH,1.7734529,0.942532678240327,1,B_IntermediateMemory_TNF-alpha,B_IntermediateMemory,TNF-alpha
OLAH,0.74978864,0.987288671709721,1,B_IntermediateMemory_TPO,B_IntermediateMemory,TPO
OLAH,0.46345574,0.991431059209467,1,B_IntermediateMemory_TRAIL,B_IntermediateMemory,TRAIL
OLAH,0.28418538,0.996237987684055,1,B_IntermediateMemory_TSLP,B_IntermediateMemory,TSLP
OLAH,-18.050383,0.98605750154545,1,B_IntermediateMemory_TWEAK,B_IntermediateMemory,TWEAK
OLAH,-18.050383,0.987139217096614,1,B_IntermediateMemory_VEGF,B_IntermediateMemory,VEGF
OLAH,-18.007803,0.979078702265685,1,B_Naive_4-1BBL,B_Naive,4-1BBL
OLAH,-0.06883224,0.990641574616233,1,B_Naive_ADSF,B_Naive,ADSF
OLAH,-18.007803,0.983217019542877,1,B_Naive_APRIL,B_Naive,APRIL
OLAH,-18.007803,0.982471184892323,1,B_Naive_BAFF,B_Naive,BAFF
OLAH,0.83810276,0.984036313383286,1,B_Naive_C3a,B_Naive,C3a
OLAH,-0.042455304,0.999366325784861,1,B_Naive_C5a,B_Naive,C5a
OLAH,0.09565153,0.993561408083185,1,B_Naive_CD27L,B_Naive,CD27L
OLAH,-18.007803,0.979565216301383,1,B_Naive_CD30L,B_Naive,CD30L
OLAH,-18.007803,0.981755355817546,1,B_Naive_CD40L,B_Naive,CD40L
OLAH,0.56066823,0.99155559513212,1,B_Naive_CT-1,B_Naive,CT-1
OLAH,-18.007803,0.980234530277448,1,B_Naive_Decorin,B_Naive,Decorin
OLAH,1.4747561,0.957706959213199,1,B_Naive_EGF,B_Naive,EGF
OLAH,-0.08988901,0.996669270910194,1,B_Naive_EPO,B_Naive,EPO
OLAH,-18.007803,0.97922876114392,1,B_Naive_FasL,B_Naive,FasL
OLAH,-0.23122232,0.9981518627717,1,B_Naive_FGF-beta,B_Naive,FGF-beta
OLAH,-18.007803,0.980179136613481,1,B_Naive_FLT3L,B_Naive,FLT3L
OLAH,0.7551374,0.973379363297705,1,B_Naive_G-CSF,B_Naive,G-CSF
OLAH,-0.9664437,0.999078248778506,1,B_Naive_GDNF,B_Naive,GDNF
OLAH,1.2416178,0.96650527942272,1,B_Naive_GITRL,B_Naive,GITRL
OLAH,-0.3771626,0.996195190645801,1,B_Naive_GM-CSF,B_Naive,GM-CSF
OLAH,-0.13805433,0.997543561383346,1,B_Naive_HGF,B_Naive,HGF
OLAH,0.8203927,0.991084068892002,1,B_Naive_IFN-alpha1,B_Naive,IFN-alpha1
OLAH,-0.13685402,0.996098718756105,1,B_Naive_IFN-beta,B_Naive,IFN-beta
OLAH,-1.3224239,0.994788113093537,1,B_Naive_IFN-epsilon,B_Naive,IFN-epsilon
OLAH,-18.007803,0.979034407232537,1,B_Naive_IFN-gamma,B_Naive,IFN-gamma
OLAH,1.177956,0.975222257413205,1,B_Naive_IFN-lambda1,B_Naive,IFN-lambda1
OLAH,0.07232661,0.990266783652422,1,B_Naive_IFN-lambda2,B_Naive,IFN-lambda2
OLAH,1.3671769,0.96922439754232,1,B_Naive_IFN-lambda3,B_Naive,IFN-lambda3
OLAH,2.1141353,0.953772785009487,1,B_Naive_IFN-omega,B_Naive,IFN-omega
OLAH,-0.24053612,0.997399994154406,1,B_Naive_IGF-1,B_Naive,IGF-1
OLAH,-0.24810223,0.995420591433001,1,B_Naive_IL-1-alpha,B_Naive,IL-1-alpha
OLAH,1.4724572,0.975808994171559,1,B_Naive_IL-1-beta,B_Naive,IL-1-beta
OLAH,1.047323,0.974293600334344,1,B_Naive_IL-10,B_Naive,IL-10
OLAH,2.144842,0.930260032395919,1,B_Naive_IL-11,B_Naive,IL-11
OLAH,-0.78084546,0.993878737097787,1,B_Naive_IL-12,B_Naive,IL-12
OLAH,-1.6493586,0.994719825251416,1,B_Naive_IL-13,B_Naive,IL-13
OLAH,0.33037135,0.992935370107456,1,B_Naive_IL-15,B_Naive,IL-15
OLAH,1.5768318,0.960899560510689,1,B_Naive_IL-16,B_Naive,IL-16
OLAH,1.575625,0.970670172968241,1,B_Naive_IL-17A,B_Naive,IL-17A
OLAH,0.5794138,0.998948781331011,1,B_Naive_IL-17B,B_Naive,IL-17B
OLAH,-18.007803,0.981718592058223,1,B_Naive_IL-17C,B_Naive,IL-17C
OLAH,-0.6062587,0.995439417866378,1,B_Naive_IL-17D,B_Naive,IL-17D
OLAH,1.1927593,0.976508370869933,1,B_Naive_IL-17E,B_Naive,IL-17E
OLAH,-0.42397794,0.99326287442277,1,B_Naive_IL-17F,B_Naive,IL-17F
OLAH,-18.007803,0.979716169845622,1,B_Naive_IL-18,B_Naive,IL-18
OLAH,-0.43784663,0.997487151208419,1,B_Naive_IL-19,B_Naive,IL-19
OLAH,-0.36477476,0.995499846265241,1,B_Naive_IL-1Ra,B_Naive,IL-1Ra
OLAH,0.56753665,0.988295116668353,1,B_Naive_IL-2,B_Naive,IL-2
OLAH,-0.22183274,0.989664112024654,1,B_Naive_IL-20,B_Naive,IL-20
OLAH,-18.007803,0.979930932016767,1,B_Naive_IL-21,B_Naive,IL-21
OLAH,-0.32923862,0.997150967846319,1,B_Naive_IL-22,B_Naive,IL-22
OLAH,1.8982142,0.974414164395079,1,B_Naive_IL-23,B_Naive,IL-23
OLAH,-0.9661749,0.998966358964895,1,B_Naive_IL-24,B_Naive,IL-24
OLAH,0.47598615,0.998949337262858,1,B_Naive_IL-26,B_Naive,IL-26
OLAH,1.271532,0.959657056478181,1,B_Naive_IL-27,B_Naive,IL-27
OLAH,1.7292314,0.956639856710657,1,B_Naive_IL-3,B_Naive,IL-3
OLAH,0.51552856,0.99430221150476,1,B_Naive_IL-31,B_Naive,IL-31
OLAH,-18.007803,0.980616880276583,1,B_Naive_IL-32-beta,B_Naive,IL-32-beta
OLAH,0.37875727,0.992747548891922,1,B_Naive_IL-33,B_Naive,IL-33
OLAH,1.781558,0.957798312378465,1,B_Naive_IL-34,B_Naive,IL-34
OLAH,1.1251613,0.982959581374106,1,B_Naive_IL-35,B_Naive,IL-35
OLAH,0.76028043,0.983830571415077,1,B_Naive_IL-36-alpha,B_Naive,IL-36-alpha
OLAH,0.13723657,0.99527428484007,1,B_Naive_IL-36Ra,B_Naive,IL-36Ra
OLAH,-18.007803,0.980043736554749,1,B_Naive_IL-4,B_Naive,IL-4
OLAH,-0.009914084,0.997453683189812,1,B_Naive_IL-5,B_Naive,IL-5
OLAH,-18.007803,0.980497318872503,1,B_Naive_IL-6,B_Naive,IL-6
OLAH,0.11926396,0.992957192923729,1,B_Naive_IL-7,B_Naive,IL-7
OLAH,0.50980455,0.984921845558422,1,B_Naive_IL-8,B_Naive,IL-8
OLAH,0.2995692,0.981493625033251,1,B_Naive_IL-9,B_Naive,IL-9
OLAH,-18.007803,0.979120683221805,1,B_Naive_Leptin,B_Naive,Leptin
OLAH,-18.007803,0.979185167430365,1,B_Naive_LIF,B_Naive,LIF
OLAH,-0.15718043,0.994551759608739,1,B_Naive_LIGHT,B_Naive,LIGHT
OLAH,0.6969419,0.990847279681733,1,B_Naive_LT-alpha1-beta2,B_Naive,LT-alpha1-beta2
OLAH,-0.31411842,0.998872014305741,1,B_Naive_LT-alpha2-beta1,B_Naive,LT-alpha2-beta1
OLAH,1.7745974,0.964339706703086,1,B_Naive_M-CSF,B_Naive,M-CSF
OLAH,-18.007803,0.979562651934915,1,B_Naive_Noggin,B_Naive,Noggin
OLAH,-18.007803,0.97863086684245,1,B_Naive_OSM,B_Naive,OSM
OLAH,1.1965132,0.96804508462003,1,B_Naive_OX40L,B_Naive,OX40L
OLAH,-0.92451453,0.99692933107131,1,B_Naive_PRL,B_Naive,PRL
OLAH,1.0304564,0.987017657805055,1,B_Naive_PSPN,B_Naive,PSPN
OLAH,0.680092,0.98861137524604,1,B_Naive_RANKL,B_Naive,RANKL
OLAH,-18.007803,0.979359214880527,1,B_Naive_SCF,B_Naive,SCF
OLAH,-0.8508817,0.999842200893985,1,B_Naive_TGF-beta1,B_Naive,TGF-beta1
OLAH,1.2998883,0.967563312619791,1,B_Naive_TL1A,B_Naive,TL1A
OLAH,1.8596004,0.969477217053455,1,B_Naive_TNF-alpha,B_Naive,TNF-alpha
OLAH,0.97482735,0.984075831037234,1,B_Naive_TPO,B_Naive,TPO
OLAH,1.1668671,0.971695717486413,1,B_Naive_TRAIL,B_Naive,TRAIL
OLAH,-0.07706799,0.99609079608078,1,B_Naive_TSLP,B_Naive,TSLP
OLAH,-18.007803,0.980331051811168,1,B_Naive_TWEAK,B_Naive,TWEAK
OLAH,-0.12039253,0.999056943177854,1,B_Naive_VEGF,B_Naive,VEGF
OLAH,0.09550156,0.990635383611606,1,CD14_Mono_4-1BBL,CD14_Mono,4-1BBL
OLAH,0.64276373,0.940364805240609,1,CD14_Mono_ADSF,CD14_Mono,ADSF
OLAH,-1.0402397,0.946993836608374,1,CD14_Mono_APRIL,CD14_Mono,APRIL
OLAH,0.20238334,0.98290010415614,1,CD14_Mono_BAFF,CD14_Mono,BAFF
OLAH,0.15126856,0.986713105895614,1,CD14_Mono_C3a,CD14_Mono,C3a
OLAH,0.14211679,0.988571819950759,1,CD14_Mono_C5a,CD14_Mono,C5a
OLAH,-0.030184286,0.977263977286125,1,CD14_Mono_CD27L,CD14_Mono,CD27L
OLAH,0.28524154,0.985013287014245,1,CD14_Mono_CD30L,CD14_Mono,CD30L
OLAH,-0.5805893,0.966965846892228,1,CD14_Mono_CD40L,CD14_Mono,CD40L
OLAH,-0.12334975,0.990824447034083,1,CD14_Mono_CT-1,CD14_Mono,CT-1
OLAH,-0.69887704,0.971977704150432,1,CD14_Mono_Decorin,CD14_Mono,Decorin
OLAH,0.29247287,0.970884884378276,1,CD14_Mono_EGF,CD14_Mono,EGF
OLAH,0.50124305,0.974574126202222,1,CD14_Mono_EPO,CD14_Mono,EPO
OLAH,0.193978,0.99322782639213,1,CD14_Mono_FasL,CD14_Mono,FasL
OLAH,0.41416577,0.980054575077073,1,CD14_Mono_FGF-beta,CD14_Mono,FGF-beta
OLAH,-0.2608731,0.968588736025241,1,CD14_Mono_FLT3L,CD14_Mono,FLT3L
OLAH,0.53589964,0.950000962047615,1,CD14_Mono_G-CSF,CD14_Mono,G-CSF
OLAH,-0.06037975,0.993337449938743,1,CD14_Mono_GDNF,CD14_Mono,GDNF
OLAH,0.12031973,0.985916549347473,1,CD14_Mono_GITRL,CD14_Mono,GITRL
OLAH,0.18486312,0.962291731417003,1,CD14_Mono_GM-CSF,CD14_Mono,GM-CSF
OLAH,0.833554,0.939478414943257,1,CD14_Mono_HGF,CD14_Mono,HGF
OLAH,-0.41696504,0.988463549243362,1,CD14_Mono_IFN-alpha1,CD14_Mono,IFN-alpha1
OLAH,1.0586454,0.950949196621297,1,CD14_Mono_IFN-beta,CD14_Mono,IFN-beta
OLAH,0.38897938,0.99365787468027,1,CD14_Mono_IFN-epsilon,CD14_Mono,IFN-epsilon
OLAH,-0.04189984,0.995711363609236,1,CD14_Mono_IFN-gamma,CD14_Mono,IFN-gamma
OLAH,-1.3192111,0.964910949565141,1,CD14_Mono_IFN-lambda1,CD14_Mono,IFN-lambda1
OLAH,0.7230997,0.970125082110198,1,CD14_Mono_IFN-lambda2,CD14_Mono,IFN-lambda2
OLAH,0.3098692,0.992721969306307,1,CD14_Mono_IFN-lambda3,CD14_Mono,IFN-lambda3
OLAH,-0.59888035,0.991298796857617,1,CD14_Mono_IFN-omega,CD14_Mono,IFN-omega
OLAH,-1.0539305,0.965755276239981,1,CD14_Mono_IGF-1,CD14_Mono,IGF-1
OLAH,0.6591008,0.952401608234253,1,CD14_Mono_IL-1-alpha,CD14_Mono,IL-1-alpha
OLAH,-0.94339556,0.957115088621273,1,CD14_Mono_IL-1-beta,CD14_Mono,IL-1-beta
OLAH,-0.51250255,0.960603859594667,1,CD14_Mono_IL-10,CD14_Mono,IL-10
OLAH,0.8285285,0.950419506699883,1,CD14_Mono_IL-11,CD14_Mono,IL-11
OLAH,1.2973778,0.873369024024208,1,CD14_Mono_IL-12,CD14_Mono,IL-12
OLAH,0.29869705,0.991412298573404,1,CD14_Mono_IL-13,CD14_Mono,IL-13
OLAH,0.38153458,0.937632031818843,1,CD14_Mono_IL-15,CD14_Mono,IL-15
OLAH,0.5081703,0.966741996498325,1,CD14_Mono_IL-16,CD14_Mono,IL-16
OLAH,0.86473894,0.944008570963421,1,CD14_Mono_IL-17A,CD14_Mono,IL-17A
OLAH,0.48706463,0.968837954378714,1,CD14_Mono_IL-17B,CD14_Mono,IL-17B
OLAH,0.6853201,0.982507181467982,1,CD14_Mono_IL-17C,CD14_Mono,IL-17C
OLAH,0.4325344,0.989184312112008,1,CD14_Mono_IL-17D,CD14_Mono,IL-17D
OLAH,-0.14257002,0.983420242184097,1,CD14_Mono_IL-17E,CD14_Mono,IL-17E
OLAH,-0.1431446,0.987494422768141,1,CD14_Mono_IL-17F,CD14_Mono,IL-17F
OLAH,-0.39593458,0.976135112086526,1,CD14_Mono_IL-18,CD14_Mono,IL-18
OLAH,0.5099691,0.956853977654247,1,CD14_Mono_IL-19,CD14_Mono,IL-19
OLAH,-0.94916975,0.962145765085044,1,CD14_Mono_IL-1Ra,CD14_Mono,IL-1Ra
OLAH,0.9710115,0.960712034442546,1,CD14_Mono_IL-2,CD14_Mono,IL-2
OLAH,-0.28207332,0.99661210352002,1,CD14_Mono_IL-20,CD14_Mono,IL-20
OLAH,0.4752946,0.961219945172259,1,CD14_Mono_IL-21,CD14_Mono,IL-21
OLAH,0.7243091,0.983888722472393,1,CD14_Mono_IL-22,CD14_Mono,IL-22
OLAH,-0.7748811,0.97778084247817,1,CD14_Mono_IL-23,CD14_Mono,IL-23
OLAH,0.8591266,0.955474250324633,1,CD14_Mono_IL-24,CD14_Mono,IL-24
OLAH,1.0297031,0.928183967531744,1,CD14_Mono_IL-26,CD14_Mono,IL-26
OLAH,0.015200647,0.988790130374009,1,CD14_Mono_IL-27,CD14_Mono,IL-27
OLAH,0.33984604,0.976087959563712,1,CD14_Mono_IL-3,CD14_Mono,IL-3
OLAH,0.8435634,0.938191696648742,1,CD14_Mono_IL-31,CD14_Mono,IL-31
OLAH,0.5812499,0.936742930233988,1,CD14_Mono_IL-32-beta,CD14_Mono,IL-32-beta
OLAH,-0.17248286,0.969497883325108,1,CD14_Mono_IL-33,CD14_Mono,IL-33
OLAH,-1.2480264,0.948517412625172,1,CD14_Mono_IL-34,CD14_Mono,IL-34
OLAH,0.8860655,0.943050747009857,1,CD14_Mono_IL-35,CD14_Mono,IL-35
OLAH,0.78915226,0.944032691411684,1,CD14_Mono_IL-36-alpha,CD14_Mono,IL-36-alpha
OLAH,-1.2126299,0.949256520534323,1,CD14_Mono_IL-36Ra,CD14_Mono,IL-36Ra
OLAH,-0.24905305,0.983496650171031,1,CD14_Mono_IL-4,CD14_Mono,IL-4
OLAH,-0.3862985,0.995073146267639,1,CD14_Mono_IL-5,CD14_Mono,IL-5
OLAH,-0.869428,0.954057889773105,1,CD14_Mono_IL-6,CD14_Mono,IL-6
OLAH,0.66273946,0.93917970941579,1,CD14_Mono_IL-7,CD14_Mono,IL-7
OLAH,0.34689867,0.988272436595948,1,CD14_Mono_IL-8,CD14_Mono,IL-8
OLAH,-0.03284227,0.992746009884074,1,CD14_Mono_IL-9,CD14_Mono,IL-9
OLAH,0.70096475,0.944330328567412,1,CD14_Mono_Leptin,CD14_Mono,Leptin
OLAH,0.7486862,0.946586238232044,1,CD14_Mono_LIF,CD14_Mono,LIF
OLAH,-0.37323284,0.985399234476962,1,CD14_Mono_LIGHT,CD14_Mono,LIGHT
OLAH,0.68487436,0.954790557806783,1,CD14_Mono_LT-alpha1-beta2,CD14_Mono,LT-alpha1-beta2
OLAH,-1.7267867,0.954462671888932,1,CD14_Mono_LT-alpha2-beta1,CD14_Mono,LT-alpha2-beta1
OLAH,0.08025531,0.982526278677909,1,CD14_Mono_M-CSF,CD14_Mono,M-CSF
OLAH,0.7325131,0.946064092465781,1,CD14_Mono_Noggin,CD14_Mono,Noggin
OLAH,0.10287457,0.972398637647004,1,CD14_Mono_OSM,CD14_Mono,OSM
OLAH,0.34797558,0.975087152446532,1,CD14_Mono_OX40L,CD14_Mono,OX40L
OLAH,-0.6109897,0.973927221664024,1,CD14_Mono_PRL,CD14_Mono,PRL
OLAH,0.51919764,0.994776187891354,1,CD14_Mono_PSPN,CD14_Mono,PSPN
OLAH,0.74746096,0.968075415791236,1,CD14_Mono_RANKL,CD14_Mono,RANKL
OLAH,-0.6300774,0.974167383711103,1,CD14_Mono_SCF,CD14_Mono,SCF
OLAH,0.8660098,0.923959491343249,1,CD14_Mono_TGF-beta1,CD14_Mono,TGF-beta1
OLAH,0.16277142,0.99362691966202,1,CD14_Mono_TL1A,CD14_Mono,TL1A
OLAH,0.3183971,0.997034247045783,1,CD14_Mono_TNF-alpha,CD14_Mono,TNF-alpha
OLAH,-0.7394257,0.955560538938942,1,CD14_Mono_TPO,CD14_Mono,TPO
OLAH,-0.4365828,0.993649838343796,1,CD14_Mono_TRAIL,CD14_Mono,TRAIL
OLAH,0.6508148,0.997499024082819,1,CD14_Mono_TSLP,CD14_Mono,TSLP
OLAH,0.16770786,0.969131012886618,1,CD14_Mono_TWEAK,CD14_Mono,TWEAK
OLAH,0.31582582,0.993543641721618,1,CD14_Mono_VEGF,CD14_Mono,VEGF
OLAH,-0.09659267,0.986760963284187,1,CD16_Mono_4-1BBL,CD16_Mono,4-1BBL
OLAH,2.4246733,0.935846939594211,1,CD16_Mono_ADSF,CD16_Mono,ADSF
OLAH,0.7190318,0.996035565027112,1,CD16_Mono_APRIL,CD16_Mono,APRIL
OLAH,1.4427328,0.941374258931638,1,CD16_Mono_BAFF,CD16_Mono,BAFF
OLAH,-0.10197963,0.992967204970402,1,CD16_Mono_C3a,CD16_Mono,C3a
OLAH,-18.378975,0.964973010512039,1,CD16_Mono_C5a,CD16_Mono,C5a
OLAH,1.8452322,0.966224429957529,1,CD16_Mono_CD27L,CD16_Mono,CD27L
OLAH,1.1691734,0.961720052050786,1,CD16_Mono_CD30L,CD16_Mono,CD30L
OLAH,-18.378975,0.963828127266364,1,CD16_Mono_CD40L,CD16_Mono,CD40L
OLAH,1.9719338,0.93057319877325,1,CD16_Mono_CT-1,CD16_Mono,CT-1
OLAH,-18.378975,0.962218227196301,1,CD16_Mono_Decorin,CD16_Mono,Decorin
OLAH,2.483198,0.914958585182753,1,CD16_Mono_EGF,CD16_Mono,EGF
