gene,logfoldchanges,pvals,pvals_adj,cell_cytokine,cell_type,cytokine
OLAH,0,1,1,Plasmablast_IL-6,Plasmablast,IL-6
OLAH,0,1,1,Plasmablast_IL-7,Plasmablast,IL-7
OLAH,0,1,1,Plasmablast_IL-8,Plasmablast,IL-8
OLAH,0,1,1,Plasmablast_IL-9,Plasmablast,IL-9
OLAH,0,1,1,Plasmablast_Leptin,Plasmablast,Leptin
OLAH,0,1,1,Plasmablast_LIF,Plasmablast,LIF
OLAH,0,1,1,Plasmablast_LIGHT,Plasmablast,LIGHT
OLAH,0,1,1,Plasmablast_LT-alpha1-beta2,Plasmablast,LT-alpha1-beta2
OLAH,0,1,1,Plasmablast_LT-alpha2-beta1,Plasmablast,LT-alpha2-beta1
OLAH,0,1,1,Plasmablast_M-CSF,Plasmablast,M-CSF
OLAH,0,1,1,Plasmablast_Noggin,Plasmablast,Noggin
OLAH,0,1,1,Plasmablast_OSM,Plasmablast,OSM
OLAH,0,1,1,Plasmablast_OX40L,Plasmablast,OX40L
OLAH,0,1,1,Plasmablast_PRL,Plasmablast,PRL
OLAH,0,1,1,Plasmablast_PSPN,Plasmablast,PSPN
OLAH,0,1,1,Plasmablast_RANKL,Plasmablast,RANKL
OLAH,0,1,1,Plasmablast_SCF,Plasmablast,SCF
OLAH,0,1,1,Plasmablast_TGF-beta1,Plasmablast,TGF-beta1
OLAH,0,1,1,Plasmablast_TL1A,Plasmablast,TL1A
OLAH,0,1,1,Plasmablast_TNF-alpha,Plasmablast,TNF-alpha
OLAH,0,1,1,Plasmablast_TPO,Plasmablast,TPO
OLAH,0,1,1,Plasmablast_TRAIL,Plasmablast,TRAIL
OLAH,0,1,1,Plasmablast_TSLP,Plasmablast,TSLP
OLAH,0,1,1,Plasmablast_TWEAK,Plasmablast,TWEAK
OLAH,0,1,1,Plasmablast_VEGF,Plasmablast,VEGF
OLAH,0.21460606,0.989430281349767,1,Treg_4-1BBL,Treg,4-1BBL
OLAH,0.88467747,0.973836676598835,1,Treg_ADSF,Treg,ADSF
OLAH,1.2371962,0.981706519752053,1,Treg_APRIL,Treg,APRIL
OLAH,-18.93748,0.980814142047858,1,Treg_BAFF,Treg,BAFF
OLAH,-18.93748,0.980233408694983,1,Treg_C3a,Treg,C3a
OLAH,-18.93748,0.981637722536078,1,Treg_C5a,Treg,C5a
OLAH,-18.93748,0.977739280404404,1,Treg_CD27L,Treg,CD27L
OLAH,1.3534987,0.964224445297529,1,Treg_CD30L,Treg,CD30L
OLAH,-0.41800144,0.989551514385633,1,Treg_CD40L,Treg,CD40L
OLAH,-18.93748,0.974937009908386,1,Treg_CT-1,Treg,CT-1
OLAH,-18.93748,0.978668945079419,1,Treg_Decorin,Treg,Decorin
OLAH,-18.93748,0.978499519610478,1,Treg_EGF,Treg,EGF
OLAH,1.6925637,0.955761923599281,1,Treg_EPO,Treg,EPO
OLAH,-0.32930756,0.99147808424686,1,Treg_FasL,Treg,FasL
OLAH,-18.93748,0.979477914244676,1,Treg_FGF-beta,Treg,FGF-beta
OLAH,-18.93748,0.980257578481941,1,Treg_FLT3L,Treg,FLT3L
OLAH,1.3477507,0.967104733088365,1,Treg_G-CSF,Treg,G-CSF
OLAH,-18.93748,0.979500670213297,1,Treg_GDNF,Treg,GDNF
OLAH,-0.7515746,0.986859337933413,1,Treg_GITRL,Treg,GITRL
OLAH,-18.93748,0.978954662441191,1,Treg_GM-CSF,Treg,GM-CSF
OLAH,0.7532709,0.98710278631986,1,Treg_HGF,Treg,HGF
OLAH,0.57237035,0.995213864786547,1,Treg_IFN-alpha1,Treg,IFN-alpha1
OLAH,-18.93748,0.978494261561883,1,Treg_IFN-beta,Treg,IFN-beta
OLAH,0.04064926,0.993998940777962,1,Treg_IFN-epsilon,Treg,IFN-epsilon
OLAH,0.77483,0.991278936420294,1,Treg_IFN-gamma,Treg,IFN-gamma
OLAH,-18.93748,0.977838702845388,1,Treg_IFN-lambda1,Treg,IFN-lambda1
OLAH,1.5879368,0.989460435515942,1,Treg_IFN-lambda2,Treg,IFN-lambda2
OLAH,-18.93748,0.981063262085691,1,Treg_IFN-lambda3,Treg,IFN-lambda3
OLAH,-0.06743682,0.986896211170726,1,Treg_IFN-omega,Treg,IFN-omega
OLAH,1.3819759,0.986702774566396,1,Treg_IGF-1,Treg,IGF-1
OLAH,1.5658745,0.959661420217112,1,Treg_IL-1-alpha,Treg,IL-1-alpha
OLAH,0.14737415,0.988547385053907,1,Treg_IL-1-beta,Treg,IL-1-beta
OLAH,-18.93748,0.978525842780835,1,Treg_IL-10,Treg,IL-10
OLAH,1.9076164,0.953925154423347,1,Treg_IL-11,Treg,IL-11
OLAH,-1.5807506,0.992759816066618,1,Treg_IL-12,Treg,IL-12
OLAH,-0.5656769,0.997343824409215,1,Treg_IL-13,Treg,IL-13
OLAH,0.78393507,0.962422862357312,1,Treg_IL-15,Treg,IL-15
OLAH,0.043108888,0.987170857981907,1,Treg_IL-16,Treg,IL-16
OLAH,1.6370792,0.953839674725914,1,Treg_IL-17A,Treg,IL-17A
OLAH,-18.93748,0.979835347971762,1,Treg_IL-17B,Treg,IL-17B
OLAH,1.969305,0.949449768742767,1,Treg_IL-17C,Treg,IL-17C
OLAH,-18.93748,0.979124832588955,1,Treg_IL-17D,Treg,IL-17D
OLAH,-18.93748,0.977310900789834,1,Treg_IL-17E,Treg,IL-17E
OLAH,-18.93748,0.976477591470558,1,Treg_IL-17F,Treg,IL-17F
OLAH,-0.43108612,0.99024425978182,1,Treg_IL-18,Treg,IL-18
OLAH,1.557986,0.961130411073061,1,Treg_IL-19,Treg,IL-19
OLAH,-18.93748,0.978889402234685,1,Treg_IL-1Ra,Treg,IL-1Ra
OLAH,0.0038093429,0.998694258563268,1,Treg_IL-2,Treg,IL-2
OLAH,-0.035056926,0.99446723685543,1,Treg_IL-20,Treg,IL-20
OLAH,1.4234877,0.965710094319786,1,Treg_IL-21,Treg,IL-21
OLAH,1.5678548,0.929940789601071,1,Treg_IL-22,Treg,IL-22
OLAH,-0.87055343,0.994512143063749,1,Treg_IL-23,Treg,IL-23
OLAH,1.4511511,0.983455161536619,1,Treg_IL-24,Treg,IL-24
OLAH,1.7675731,0.985735459008088,1,Treg_IL-26,Treg,IL-26
OLAH,-18.93748,0.976744696607979,1,Treg_IL-27,Treg,IL-27
OLAH,-18.93748,0.979130360406182,1,Treg_IL-3,Treg,IL-3
OLAH,-18.93748,0.975558058727136,1,Treg_IL-31,Treg,IL-31
OLAH,-18.93748,0.979421203820817,1,Treg_IL-32-beta,Treg,IL-32-beta
OLAH,-2.2430208,0.994771550514583,1,Treg_IL-33,Treg,IL-33
OLAH,-18.93748,0.979009305304341,1,Treg_IL-34,Treg,IL-34
OLAH,-18.93748,0.979152495969985,1,Treg_IL-35,Treg,IL-35
OLAH,1.1901171,0.948299719199151,1,Treg_IL-36-alpha,Treg,IL-36-alpha
OLAH,1.9654448,0.918638019745407,1,Treg_IL-36Ra,Treg,IL-36Ra
OLAH,0.31547946,0.99096509895481,1,Treg_IL-4,Treg,IL-4
OLAH,0.9812186,0.985351534574173,1,Treg_IL-5,Treg,IL-5
OLAH,0.51393425,0.99445578796937,1,Treg_IL-6,Treg,IL-6
OLAH,1.7987604,0.868961962823369,1,Treg_IL-7,Treg,IL-7
OLAH,-18.93748,0.979988321843748,1,Treg_IL-8,Treg,IL-8
OLAH,0.3302126,0.997316306751548,1,Treg_IL-9,Treg,IL-9
OLAH,0.16477814,0.987975268606365,1,Treg_Leptin,Treg,Leptin
OLAH,0.4972772,0.993279108278118,1,Treg_LIF,Treg,LIF
OLAH,1.7021989,0.939927416857155,1,Treg_LIGHT,Treg,LIGHT
OLAH,1.4939891,0.982515854570544,1,Treg_LT-alpha1-beta2,Treg,LT-alpha1-beta2
OLAH,-18.93748,0.980023890101607,1,Treg_LT-alpha2-beta1,Treg,LT-alpha2-beta1
OLAH,2.543134,0.945999595077271,1,Treg_M-CSF,Treg,M-CSF
OLAH,1.0590899,0.963362966412396,1,Treg_Noggin,Treg,Noggin
OLAH,-18.93748,0.977714546761981,1,Treg_OSM,Treg,OSM
OLAH,1.4368207,0.958132017636281,1,Treg_OX40L,Treg,OX40L
OLAH,0.90623945,0.983426747672662,1,Treg_PRL,Treg,PRL
OLAH,-18.93748,0.979835347971762,1,Treg_PSPN,Treg,PSPN
OLAH,-18.93748,0.977918808876041,1,Treg_RANKL,Treg,RANKL
OLAH,0.15824302,0.992506032544367,1,Treg_SCF,Treg,SCF
OLAH,0.28410652,0.985994238423519,1,Treg_TGF-beta1,Treg,TGF-beta1
OLAH,0.8405668,0.986604638194292,1,Treg_TL1A,Treg,TL1A
OLAH,0.6189853,0.99126380233595,1,Treg_TNF-alpha,Treg,TNF-alpha
OLAH,-18.93748,0.980191223573114,1,Treg_TPO,Treg,TPO
OLAH,1.7132936,0.93602289693221,1,Treg_TRAIL,Treg,TRAIL
OLAH,0.931452,0.969172770418374,1,Treg_TSLP,Treg,TSLP
OLAH,-18.93748,0.979252590387117,1,Treg_TWEAK,Treg,TWEAK
OLAH,-18.93748,0.980239446766082,1,Treg_VEGF,Treg,VEGF
OLAH,-2.2633376,0.909587346999648,1,cDC_4-1BBL,cDC,4-1BBL
OLAH,0.37481606,0.968065670403669,1,cDC_ADSF,cDC,ADSF
OLAH,-0.077754796,0.93456872475405,1,cDC_APRIL,cDC,APRIL
OLAH,-0.85727173,0.940238104807744,1,cDC_BAFF,cDC,BAFF
OLAH,1.0041125,0.899935024471571,1,cDC_C3a,cDC,C3a
OLAH,-0.37499505,0.979108316760334,1,cDC_C5a,cDC,C5a
OLAH,0.9250829,0.999301595864045,1,cDC_CD27L,cDC,CD27L
OLAH,-0.39628795,0.997283445364624,1,cDC_CD30L,cDC,CD30L
OLAH,-2.580607,0.916600482240578,1,cDC_CD40L,cDC,CD40L
OLAH,-0.60790783,0.990437629658527,1,cDC_CT-1,cDC,CT-1
OLAH,-0.21733768,0.997121564798768,1,cDC_Decorin,cDC,Decorin
OLAH,1.2658705,0.936783726039538,1,cDC_EGF,cDC,EGF
OLAH,-2.1794293,0.917383419442242,1,cDC_EPO,cDC,EPO
OLAH,-0.5865935,0.956465926597809,1,cDC_FGF-beta,cDC,FGF-beta
OLAH,0.68582326,0.936388877069196,1,cDC_FLT3L,cDC,FLT3L
OLAH,0.85913795,0.933716227414569,1,cDC_FasL,cDC,FasL
OLAH,-2.09107,0.897309338038,1,cDC_G-CSF,cDC,G-CSF
OLAH,-0.15027648,0.978807760089232,1,cDC_GDNF,cDC,GDNF
OLAH,-2.2165613,0.925150219278091,1,cDC_GITRL,cDC,GITRL
OLAH,2.7102382,0.487707452802529,1,cDC_GM-CSF,cDC,GM-CSF
OLAH,0.64329463,0.960808085136329,1,cDC_HGF,cDC,HGF
OLAH,0.50772816,0.917524017531386,1,cDC_IFN-alpha1,cDC,IFN-alpha1
OLAH,-1.9440895,0.850521708280408,1,cDC_IFN-beta,cDC,IFN-beta
OLAH,0.46482986,0.973041658119268,1,cDC_IFN-epsilon,cDC,IFN-epsilon
OLAH,0.40236196,0.96693793069225,1,cDC_IFN-gamma,cDC,IFN-gamma
OLAH,-0.4970482,0.979040192355701,1,cDC_IFN-lambda1,cDC,IFN-lambda1
OLAH,-0.344389,0.948549640957348,1,cDC_IFN-lambda2,cDC,IFN-lambda2
OLAH,-1.4206403,0.919643690362113,1,cDC_IFN-lambda3,cDC,IFN-lambda3
OLAH,-1.0392199,0.915374357809967,1,cDC_IFN-omega,cDC,IFN-omega
OLAH,-0.4754099,0.988005271334766,1,cDC_IGF-1,cDC,IGF-1
OLAH,-1.0536951,0.909393162215136,1,cDC_IL-1-alpha,cDC,IL-1-alpha
OLAH,-0.11303467,0.968378307821386,1,cDC_IL-1-beta,cDC,IL-1-beta
OLAH,-0.23387626,0.957939018348151,1,cDC_IL-1Ra,cDC,IL-1Ra
OLAH,-0.60798466,0.973524936900785,1,cDC_IL-2,cDC,IL-2
OLAH,0.6697465,0.92776513526161,1,cDC_IL-3,cDC,IL-3
OLAH,3.6093392,0.14920782552681,0.956143270709518,cDC_IL-4,cDC,IL-4
OLAH,-1.2794608,0.917946657449611,1,cDC_IL-5,cDC,IL-5
OLAH,-0.40756124,0.987633819337902,1,cDC_IL-6,cDC,IL-6
OLAH,1.2872509,0.788767920489142,1,cDC_IL-7,cDC,IL-7
OLAH,0.72848403,0.958940831310112,1,cDC_IL-8,cDC,IL-8
OLAH,-2.5325735,0.890755104534635,1,cDC_IL-9,cDC,IL-9
OLAH,-0.036737327,0.9723558454317,1,cDC_IL-10,cDC,IL-10
OLAH,-0.30169892,0.958979804404825,1,cDC_IL-11,cDC,IL-11
OLAH,-0.0037437899,0.94669745210966,1,cDC_IL-12,cDC,IL-12
OLAH,3.3947475,0.175414670023271,1,cDC_IL-13,cDC,IL-13
OLAH,0.18741913,0.96993888890587,1,cDC_IL-15,cDC,IL-15
OLAH,0.954923,0.948665036586757,1,cDC_IL-16,cDC,IL-16
OLAH,-20.411102,0.877885419530809,1,cDC_IL-17A,cDC,IL-17A
OLAH,0.64217484,0.900833577850465,1,cDC_IL-17B,cDC,IL-17B
OLAH,1.0860169,0.886045255368589,1,cDC_IL-17C,cDC,IL-17C
OLAH,1.535952,0.875973452650806,1,cDC_IL-17D,cDC,IL-17D
OLAH,1.2118602,0.945261821764968,1,cDC_IL-17E,cDC,IL-17E
OLAH,-1.0857987,0.939454831752506,1,cDC_IL-17F,cDC,IL-17F
OLAH,-0.3045623,0.952265775245739,1,cDC_IL-18,cDC,IL-18
OLAH,0.2317855,0.995901113679668,1,cDC_IL-19,cDC,IL-19
OLAH,0.42063436,0.981806540936438,1,cDC_IL-20,cDC,IL-20
OLAH,-20.411102,0.871411673672112,1,cDC_IL-21,cDC,IL-21
OLAH,1.4863377,0.910055881909041,1,cDC_IL-22,cDC,IL-22
OLAH,-1.9458224,0.898702168566462,1,cDC_IL-23,cDC,IL-23
OLAH,0.24694955,0.958638015091759,1,cDC_IL-24,cDC,IL-24
OLAH,-0.19326787,0.972882215694167,1,cDC_IL-26,cDC,IL-26
OLAH,0.13893522,0.948733497052556,1,cDC_IL-27,cDC,IL-27
OLAH,-0.7614186,0.943970627431088,1,cDC_IL-31,cDC,IL-31
OLAH,-20.411102,0.874188260725498,1,cDC_IL-32-beta,cDC,IL-32-beta
OLAH,0.17331663,0.960643448654493,1,cDC_IL-33,cDC,IL-33
OLAH,0.7201313,0.95233332973374,1,cDC_IL-34,cDC,IL-34
OLAH,-0.2018424,0.964737526303296,1,cDC_IL-35,cDC,IL-35
OLAH,-0.8156259,0.921804457108927,1,cDC_IL-36-alpha,cDC,IL-36-alpha
OLAH,-0.19640242,0.934346018452184,1,cDC_IL-36Ra,cDC,IL-36Ra
OLAH,-1.4131849,0.912131523836673,1,cDC_LIF,cDC,LIF
OLAH,-0.038693458,0.981643176255874,1,cDC_LIGHT,cDC,LIGHT
OLAH,-20.411102,0.87611421562978,1,cDC_LT-alpha1-beta2,cDC,LT-alpha1-beta2
OLAH,0.15671298,0.954125361621369,1,cDC_LT-alpha2-beta1,cDC,LT-alpha2-beta1
OLAH,-0.4836742,0.917394342860071,1,cDC_Leptin,cDC,Leptin
OLAH,0.6061248,0.961037795947795,1,cDC_M-CSF,cDC,M-CSF
OLAH,1.1163638,0.865174763547795,1,cDC_Noggin,cDC,Noggin
OLAH,-0.026680065,0.997845378327043,1,cDC_OSM,cDC,OSM
OLAH,1.5513569,0.891190631651971,1,cDC_OX40L,cDC,OX40L
OLAH,0.060095623,0.972483836096827,1,cDC_PRL,cDC,PRL
OLAH,-0.7745522,0.971633232662301,1,cDC_PSPN,cDC,PSPN
OLAH,-0.45104986,0.979336449138023,1,cDC_RANKL,cDC,RANKL
OLAH,-0.29776445,0.988005271334766,1,cDC_SCF,cDC,SCF
OLAH,1.3514066,0.989151960600207,1,cDC_TGF-beta1,cDC,TGF-beta1
OLAH,0.78717357,0.912321107421054,1,cDC_TL1A,cDC,TL1A
OLAH,0.2419555,0.950874029396374,1,cDC_TNF-alpha,cDC,TNF-alpha
OLAH,-20.411102,0.880702378982307,1,cDC_TPO,cDC,TPO
OLAH,-0.30869177,0.989261181326016,1,cDC_TRAIL,cDC,TRAIL
OLAH,4.859332,0.000196332602440639,0.00215568343960414,cDC_TSLP,cDC,TSLP
OLAH,0.36798316,0.953021390571704,1,cDC_TWEAK,cDC,TWEAK
OLAH,-1.2189932,0.924050729248206,1,cDC_VEGF,cDC,VEGF
OLAH,0.35605866,0.996530579641936,1,CD8_Naive_4-1BBL,CD8_Naive,4-1BBL
OLAH,1.0073837,0.970611153216419,1,CD8_Naive_ADSF,CD8_Naive,ADSF
OLAH,0.54553026,0.986450929510072,1,CD8_Naive_APRIL,CD8_Naive,APRIL
OLAH,0.14140579,0.993837067299366,1,CD8_Naive_BAFF,CD8_Naive,BAFF
OLAH,-18.40061,0.975608120651205,1,CD8_Naive_C3a,CD8_Naive,C3a
OLAH,1.8326654,0.939509890322055,1,CD8_Naive_C5a,CD8_Naive,C5a
OLAH,-18.40061,0.971983664726423,1,CD8_Naive_CD27L,CD8_Naive,CD27L
OLAH,-0.031897776,0.999211407163198,1,CD8_Naive_CD30L,CD8_Naive,CD30L
OLAH,1.0030081,0.975460441431035,1,CD8_Naive_CD40L,CD8_Naive,CD40L
OLAH,-18.40061,0.969697575452932,1,CD8_Naive_CT-1,CD8_Naive,CT-1
OLAH,-1.81863,0.987212113047694,1,CD8_Naive_Decorin,CD8_Naive,Decorin
OLAH,-18.40061,0.971765803146577,1,CD8_Naive_EGF,CD8_Naive,EGF
OLAH,-0.75557387,0.98959582789482,1,CD8_Naive_EPO,CD8_Naive,EPO
OLAH,-0.7797318,0.99019381081796,1,CD8_Naive_FGF-beta,CD8_Naive,FGF-beta
OLAH,1.0919197,0.9750876949032,1,CD8_Naive_FLT3L,CD8_Naive,FLT3L
OLAH,-0.8389689,0.986255566438863,1,CD8_Naive_FasL,CD8_Naive,FasL
OLAH,1.1931832,0.953632316750983,1,CD8_Naive_G-CSF,CD8_Naive,G-CSF
OLAH,-18.40061,0.974011150612424,1,CD8_Naive_GDNF,CD8_Naive,GDNF
OLAH,-1.3265041,0.990655350366551,1,CD8_Naive_GITRL,CD8_Naive,GITRL
OLAH,0.6681814,0.967095279486626,1,CD8_Naive_GM-CSF,CD8_Naive,GM-CSF
OLAH,-1.111354,0.991334960204716,1,CD8_Naive_HGF,CD8_Naive,HGF
OLAH,-1.0909553,0.986187483494744,1,CD8_Naive_IFN-alpha1,CD8_Naive,IFN-alpha1
OLAH,0.011014737,0.990459741564923,1,CD8_Naive_IFN-beta,CD8_Naive,IFN-beta
OLAH,0.54104227,0.982952152495985,1,CD8_Naive_IFN-epsilon,CD8_Naive,IFN-epsilon
OLAH,-1.0376774,0.989176810907653,1,CD8_Naive_IFN-gamma,CD8_Naive,IFN-gamma
OLAH,1.047825,0.953233984781521,1,CD8_Naive_IFN-lambda1,CD8_Naive,IFN-lambda1
OLAH,0.34854355,0.995082239204415,1,CD8_Naive_IFN-lambda2,CD8_Naive,IFN-lambda2
OLAH,-0.39103854,0.994165958301244,1,CD8_Naive_IFN-lambda3,CD8_Naive,IFN-lambda3
OLAH,-0.092757635,0.991135585491255,1,CD8_Naive_IFN-omega,CD8_Naive,IFN-omega
OLAH,0.7226359,0.993683700203984,1,CD8_Naive_IGF-1,CD8_Naive,IGF-1
OLAH,-1.4676088,0.988099687002208,1,CD8_Naive_IL-1-alpha,CD8_Naive,IL-1-alpha
OLAH,-0.7288236,0.992137840857586,1,CD8_Naive_IL-1-beta,CD8_Naive,IL-1-beta
OLAH,0.21685116,0.996849670448336,1,CD8_Naive_IL-1Ra,CD8_Naive,IL-1Ra
OLAH,-0.63030493,0.994038718838798,1,CD8_Naive_IL-2,CD8_Naive,IL-2
OLAH,-1.0871739,0.989301003953455,1,CD8_Naive_IL-3,CD8_Naive,IL-3
OLAH,1.9310998,0.967996835396663,1,CD8_Naive_IL-4,CD8_Naive,IL-4
OLAH,0.5260472,0.993371104342636,1,CD8_Naive_IL-5,CD8_Naive,IL-5
OLAH,-18.40061,0.974930958905106,1,CD8_Naive_IL-6,CD8_Naive,IL-6
OLAH,2.3714554,0.80298817738022,1,CD8_Naive_IL-7,CD8_Naive,IL-7
OLAH,0.051644024,0.994022163634386,1,CD8_Naive_IL-8,CD8_Naive,IL-8
OLAH,-0.3969429,0.998883344599133,1,CD8_Naive_IL-9,CD8_Naive,IL-9
OLAH,0.2925565,0.985850388733028,1,CD8_Naive_IL-10,CD8_Naive,IL-10
OLAH,-0.41327164,0.992075254275209,1,CD8_Naive_IL-11,CD8_Naive,IL-11
OLAH,-1.323604,0.985108263830691,1,CD8_Naive_IL-12,CD8_Naive,IL-12
OLAH,1.3100854,0.931257678969884,1,CD8_Naive_IL-13,CD8_Naive,IL-13
OLAH,0.39738962,0.973841297138054,1,CD8_Naive_IL-15,CD8_Naive,IL-15
OLAH,-0.03258873,0.992114371648491,1,CD8_Naive_IL-16,CD8_Naive,IL-16
OLAH,-18.40061,0.973612281276543,1,CD8_Naive_IL-17A,CD8_Naive,IL-17A
OLAH,-0.7586524,0.993167228917565,1,CD8_Naive_IL-17B,CD8_Naive,IL-17B
OLAH,0.39111233,0.990210171054166,1,CD8_Naive_IL-17C,CD8_Naive,IL-17C
OLAH,1.2509807,0.963378437154411,1,CD8_Naive_IL-17D,CD8_Naive,IL-17D
OLAH,-18.40061,0.974924877832561,1,CD8_Naive_IL-17E,CD8_Naive,IL-17E
OLAH,0.31247064,0.999785506089682,1,CD8_Naive_IL-17F,CD8_Naive,IL-17F
OLAH,-1.0396911,0.987572486595978,1,CD8_Naive_IL-18,CD8_Naive,IL-18
OLAH,-0.18819635,0.998527877755209,1,CD8_Naive_IL-19,CD8_Naive,IL-19
OLAH,-18.40061,0.972710151745106,1,CD8_Naive_IL-20,CD8_Naive,IL-20
OLAH,-0.49853265,0.988331154936891,1,CD8_Naive_IL-21,CD8_Naive,IL-21
OLAH,0.45733556,0.993662605642576,1,CD8_Naive_IL-22,CD8_Naive,IL-22
OLAH,-18.40061,0.970717113655436,1,CD8_Naive_IL-23,CD8_Naive,IL-23
OLAH,-0.16908267,0.994566188894612,1,CD8_Naive_IL-24,CD8_Naive,IL-24
OLAH,0.088606894,0.995539756926803,1,CD8_Naive_IL-26,CD8_Naive,IL-26
OLAH,0.7874414,0.981718330663761,1,CD8_Naive_IL-27,CD8_Naive,IL-27
OLAH,0.7896829,0.995719512495806,1,CD8_Naive_IL-31,CD8_Naive,IL-31
OLAH,0.31796658,0.997388923132024,1,CD8_Naive_IL-32-beta,CD8_Naive,IL-32-beta
OLAH,0.1968442,0.998679045035399,1,CD8_Naive_IL-33,CD8_Naive,IL-33
OLAH,-18.40061,0.974593937778325,1,CD8_Naive_IL-34,CD8_Naive,IL-34
OLAH,-18.40061,0.972885859567615,1,CD8_Naive_IL-35,CD8_Naive,IL-35
OLAH,0.38994437,0.992274411388856,1,CD8_Naive_IL-36-alpha,CD8_Naive,IL-36-alpha
OLAH,-0.17874737,0.997854221697218,1,CD8_Naive_IL-36Ra,CD8_Naive,IL-36Ra
OLAH,-1.8442857,0.987726039675427,1,CD8_Naive_LIF,CD8_Naive,LIF
OLAH,-1.2893407,0.985856362522222,1,CD8_Naive_LIGHT,CD8_Naive,LIGHT
OLAH,-18.40061,0.974330128349331,1,CD8_Naive_LT-alpha1-beta2,CD8_Naive,LT-alpha1-beta2
OLAH,0.72843814,0.988715408365214,1,CD8_Naive_LT-alpha2-beta1,CD8_Naive,LT-alpha2-beta1
OLAH,0.4436183,0.996669777510968,1,CD8_Naive_Leptin,CD8_Naive,Leptin
OLAH,0.2515388,0.987049774600095,1,CD8_Naive_M-CSF,CD8_Naive,M-CSF
OLAH,-18.40061,0.971488558438468,1,CD8_Naive_Noggin,CD8_Naive,Noggin
OLAH,1.0436388,0.982326368554347,1,CD8_Naive_OSM,CD8_Naive,OSM
OLAH,0.07089841,0.993060497555507,1,CD8_Naive_OX40L,CD8_Naive,OX40L
OLAH,1.4076174,0.956389675518113,1,CD8_Naive_PRL,CD8_Naive,PRL
OLAH,-18.40061,0.973487672137581,1,CD8_Naive_PSPN,CD8_Naive,PSPN
OLAH,-18.40061,0.97252761360258,1,CD8_Naive_RANKL,CD8_Naive,RANKL
OLAH,-0.17015712,0.998968223062633,1,CD8_Naive_SCF,CD8_Naive,SCF
OLAH,-18.40061,0.973498791828658,1,CD8_Naive_TGF-beta1,CD8_Naive,TGF-beta1
OLAH,-18.40061,0.974124481120001,1,CD8_Naive_TL1A,CD8_Naive,TL1A
OLAH,-1.2398245,0.988770515590175,1,CD8_Naive_TNF-alpha,CD8_Naive,TNF-alpha
OLAH,-18.40061,0.973715300211198,1,CD8_Naive_TPO,CD8_Naive,TPO
OLAH,0.64056444,0.981902850977298,1,CD8_Naive_TRAIL,CD8_Naive,TRAIL
OLAH,-18.40061,0.969868232301704,1,CD8_Naive_TSLP,CD8_Naive,TSLP
OLAH,0.66984946,0.992060225226824,1,CD8_Naive_TWEAK,CD8_Naive,TWEAK
OLAH,-18.40061,0.974335987167906,1,CD8_Naive_VEGF,CD8_Naive,VEGF
